customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags
4669,49.0,M,3,768371.713811302,Salaried,737.007771739049,10000.0,0.3143316938053888,18173.150184497874,Stocks,3.0
4670,51.0,M,1,1620774.1472262037,Business,737.0,10000.0,0.3243445672271983,516455.8755615682,Stocks,1.0
4671,43.0,M,3,975763.6258165442,Self-employed,775.3959794113348,10000.0,0.48346863503577353,559419.1527756078,MF_Stocks,2.0
4672,39.0,M,1,4584415.625635329,Self-employed,743.0,48280.84566076548,0.44573628111516195,915878.3595792098,None,1.0
4673,34.0,M,2,1065906.1713875642,Salaried,731.7803022952319,10000.0,0.056254850437876376,412244.3241115169,Stocks,3.0
4674,31.0,F,2,797285.321178431,Self-employed,538.7364487088115,10000.0,0.2609144524228333,429146.58499683655,Insurance,1.0
4675,39.0,M,2,2790165.16937332,Salaried,665.0,10000.0,0.27999981726705925,102946.32104387546,MF,1.0
4676,33.0,F,3,738146.9109096036,Salaried,697.0,10000.0,0.30676008158607637,79543.65516581819,Insurance,2.0
4677,47.0,F,2,486537.5547257628,Salaried,729.0,19636.135245870966,0.1016180746387525,81997.24387884089,Stocks,4.0
4678,39.0,F,2,939997.3681387834,Self-employed,659.5086968568542,10000.0,0.3696217458644598,41389.34891660986,Insurance,3.0
4679,31.0,M,2,3084913.4852309,Self-employed,607.8886730745604,10000.0,0.3401241217378792,539757.942323305,MF_Stocks,3.0
4680,42.0,F,3,1933556.0322011895,Salaried,777.5129935258961,10000.0,0.44514752106269645,69323.61676417135,None,3.0
4681,51.0,M,1,1260564.399054193,Salaried,777.0,10000.0,0.36313695018845266,200291.65498724926,MF_Stocks,1.0
4682,29.0,F,2,885321.4337192343,Self-employed,783.0,10000.0,0.05,507896.0814867734,Insurance,0.0
4683,40.0,F,3,6000000.0,Business,685.5882458137025,10000.0,0.3721251593495528,1366533.0452986604,MF,1.0
4684,28.0,F,1,840333.3627427382,Salaried,659.0,10000.0,0.26227580084619895,166173.97805365326,None,1.0
4685,45.0,F,2,1266095.3969806577,Salaried,725.7043642548906,10000.0,0.30135293552743614,76035.97658587228,MF,0.0
4686,32.54113962156302,M,2,854567.5887643002,Salaried,777.0,10000.0,0.24947396309820277,214766.00727711158,MF,0.0
4687,45.0,M,1,1611862.009938036,Self-employed,754.0,10000.0,0.1404992021380323,267898.49651718943,Stocks,0.0
4688,44.0,M,2,1367735.0721456178,Self-employed,650.0,10077.047437811978,0.19299196526606244,142766.17096664,Insurance,1.0
4689,49.077047555460744,O,2,1784423.9365247723,Business,692.0,60936.417100422565,0.4843242667376293,2000000.0,Insurance,0.0
4690,30.0,M,2,529407.0899023794,Self-employed,631.0,10000.0,0.12391063798632539,8458.576586017503,MF,1.0
4691,33.0,F,3,438261.0688683571,Salaried,836.7784239381954,10000.0,0.5,7920.692440520944,MF_Stocks,2.0
4692,60.0,F,2,1860930.9059857046,Self-employed,711.0009865625306,10000.0,0.2803988307201639,1570.393237635559,MF,2.0
4693,50.0,M,2,1685694.3988995524,Business,682.0,10000.0,0.08990681310770106,2000000.0,Insurance,1.0
4694,44.0,F,1,1110256.6501138674,Salaried,690.0,29581.986884181926,0.5,373173.26633416646,Insurance,0.0
4695,44.0,F,2,1058510.8680134313,Self-employed,754.0,10000.0,0.1457749299853039,273111.9639080493,MF_Stocks,1.0
4696,40.0,F,2,1453959.518631362,Self-employed,676.0059354944295,10000.0,0.41187564001753546,175533.50841330932,MF,1.0
4697,39.0,M,1,3299911.494368458,Salaried,605.4357053023211,10000.0,0.2684130124283585,2000000.0,Insurance,1.0
4698,34.0,M,3,2976435.360417006,Salaried,514.5877867707519,45596.92870449133,0.28571421087830384,528106.73572319,Stocks,1.0
4699,50.0,F,2,1110081.3289955931,Business,810.0,10000.0,0.20220169390081355,411257.6539546958,Stocks,3.0
4700,51.34537348954193,O,3,3335251.254248487,Business,850.0,62533.584680391774,0.18847849760378282,410684.2913308725,Insurance,1.0
4701,49.0,M,2,1437831.6934613197,Salaried,754.0,10000.0,0.4680423350027518,1477808.3107759445,Stocks,2.0
4702,31.0,F,2,1462858.1811827656,Salaried,664.0,10000.0,0.5,406554.0297475717,Stocks,0.0
4703,31.0,M,1,770267.6425845228,Business,835.4517049861779,10000.0,0.24183740300117781,46490.96963485796,Insurance,2.0
4704,51.0,F,2,725508.2346210934,Salaried,558.7588201560799,10000.0,0.37786171394013934,193429.91501576925,MF,0.0
4705,29.0,F,3,1257456.4825501821,Salaried,736.0,10000.0,0.12839718088080443,65056.1034654675,Stocks,1.0
4706,40.0,M,2,1877928.8871386228,Salaried,798.9131382209719,39659.13677472768,0.4391370881531129,1257627.6921792305,MF_Stocks,2.0
4707,35.0,M,3,845822.7708648765,Salaried,662.0,10000.0,0.1884235005113521,8765.150442346248,None,3.0
4708,48.0,O,1,2009526.700942882,Self-employed,744.0,37759.094973176114,0.14652244540087164,667098.1344327576,MF,0.0
4709,36.0,M,2,843320.9437647266,Salaried,603.0526608178319,10000.0,0.26788969534229035,183395.7217644235,MF_Stocks,0.0
4710,34.0,F,2,1016911.037005418,Salaried,850.0,10000.0,0.4223853722491949,202323.35365485837,MF_Stocks,2.0
4711,42.0,M,3,3311000.2457519034,Salaried,850.0,10000.0,0.09747421818682143,2000000.0,MF,0.0
4712,45.0,F,3,1167791.1014560682,Salaried,850.0,10000.0,0.3127432069409763,134619.37896859093,Stocks,0.0
4713,38.0,F,3,341246.0990855572,Salaried,711.0,10000.0,0.5,36908.41536581709,MF_Stocks,2.0
4714,39.0,F,2,1895022.212928658,Salaried,677.0,48176.572398167285,0.08213103172443607,693870.4792765363,MF_Stocks,1.0
4715,59.0,M,1,2332748.4521596166,Self-employed,621.2404858116298,23935.167995794553,0.12196568042034867,388713.2012689114,Insurance,0.0
4716,35.0,F,3,2337323.1102884924,Salaried,809.55443036771,10000.0,0.3163799058025722,35386.77418563042,MF,1.0
4717,43.108042053430005,M,2,730641.2443030609,Salaried,655.0,10000.0,0.2750059293440506,22469.519413740683,MF_Stocks,2.0
4718,32.0,M,2,1437454.1127001147,Self-employed,839.6498919212931,10000.0,0.5,25687.42309837861,MF,1.0
4719,37.0,F,1,2170580.098588416,Self-employed,682.8462259168299,17118.16645493796,0.5,95711.49940987636,Stocks,2.0
4720,38.0,M,3,2329684.607786097,Salaried,809.3340245167228,10000.0,0.5,140490.634047642,None,2.0
4721,37.0,F,1,2268868.190880605,Salaried,727.0,17146.08439327592,0.371445937503794,198945.44887193272,MF_Stocks,2.0
4722,32.0,F,2,825010.1086342374,Salaried,672.0,10000.0,0.22628842809470198,123920.57316445482,Insurance,1.0
4723,32.0,F,3,2526468.3066154364,Salaried,730.9945984123976,10000.0,0.36318924588449913,2000000.0,Insurance,2.0
4724,52.0,F,2,2504460.065312868,Business,737.0,57964.700258696525,0.40614979780264465,189824.11527031512,Insurance,2.0
4725,32.0,F,2,3307590.251806579,Salaried,761.0,49876.97500076116,0.22530023125522847,326223.5040200661,None,1.0
4726,37.0,F,2,538871.1922225143,Self-employed,729.0,10000.0,0.13117683703345415,470972.4145023917,None,1.0
4727,36.0,M,1,2821012.2465244983,Salaried,666.0,41021.20214788713,0.221508651083699,42619.70610021566,Insurance,2.0
4728,42.0,M,3,3700008.6179546625,Self-employed,675.0,10000.0,0.16140155476560752,518413.2653920319,None,1.0
4729,38.0,M,2,842231.8137694002,Self-employed,663.0,10000.0,0.5,32382.860846371066,MF_Stocks,2.0
4730,36.0,M,3,619853.8102733104,Salaried,760.3007468478937,10000.0,0.18279336035543736,38771.450860589444,Stocks,0.0
4731,45.0,M,2,1752591.6148030877,Salaried,799.0,10000.0,0.2211101853977289,61120.459055851265,MF_Stocks,0.0
4732,33.0,F,1,1383543.011104406,Salaried,850.0,10000.0,0.2433530498560036,44829.947131874906,Insurance,1.0
4733,53.0,F,2,509101.6808491346,Self-employed,700.0,10000.0,0.19635682348387293,16703.605291595526,MF,3.0
4734,33.0,F,3,2627203.6179734888,Self-employed,740.0,10000.0,0.2265301001834731,234364.01959776614,MF_Stocks,2.0
4735,33.0,F,3,1919450.717688576,Salaried,740.0,10000.0,0.5,272481.47633571585,MF_Stocks,1.0
4736,43.0,F,3,1383522.5651082478,Salaried,716.997042506335,10000.0,0.31377723981396644,1438864.2014534334,MF,5.0
4737,38.0,M,3,2054223.3678928989,Self-employed,726.0,42143.643715682185,0.05,108162.89578686487,None,0.0
4738,51.0,F,1,1762994.3352539542,Salaried,557.0823735131054,10000.0,0.05,525129.3967721589,MF_Stocks,4.0
4739,29.0,M,3,6000000.0,Salaried,718.0,10000.0,0.23644923195876813,567358.7261723947,None,4.0
4740,57.0,O,1,2677849.781677096,Salaried,620.0,17004.12627990396,0.4440627370552301,102352.77192973912,MF_Stocks,0.0
4741,41.0,M,1,2218107.989146155,Salaried,743.4034469518057,52600.06000785782,0.18863196481074396,54965.220837447436,None,2.0
4742,39.0,M,2,2190530.6326208534,Self-employed,775.0,21664.45177956503,0.1642939580475445,2000000.0,MF,0.0
4743,28.0,M,1,1873124.8445734156,Business,539.0788344231036,10000.0,0.5,113868.02120605906,Stocks,0.0
4744,30.0,F,2,1017357.5659040908,Business,643.0,14917.614573422636,0.4144124867187296,70649.22001160152,Stocks,2.0
4745,36.0,F,1,1554373.5104920065,Business,693.0,10000.0,0.2900818579817297,678222.2927154097,Stocks,3.0
4746,33.0,O,1,701257.3990130944,Salaried,706.0,10000.0,0.24497326812545728,297345.1924034788,None,0.0
4747,45.0,M,2,1112571.1464905557,Self-employed,705.8161700014462,10000.0,0.34837809357803207,193885.9331730544,MF_Stocks,3.0
4748,43.0,M,1,1363580.4238173342,Self-employed,796.0,13658.847583581994,0.1887459197303971,303084.83277163375,Insurance,2.0
4749,46.0,M,1,4056675.0891928384,Business,583.5024435666751,29170.33901496621,0.40596416616963166,74818.63047530885,MF_Stocks,0.0
4750,51.0,F,1,2445068.5441582142,Salaried,679.0,65139.53552813905,0.27034682259221965,828064.1996300789,Insurance,2.0
4751,37.0,F,2,415708.2515888378,Self-employed,722.0,15334.213182981828,0.1609265626011166,149661.754662854,Insurance,1.0
4752,40.0,F,2,728278.4427579113,Salaried,775.0,12935.364705949074,0.3355234792729625,439878.65476554766,MF,1.0
4753,42.0,M,2,2851125.713943975,Self-employed,682.0,10000.0,0.5,207218.89551513808,None,2.0
4754,49.0,M,2,1836312.423823242,Salaried,850.0,65905.88613578936,0.22455371017058204,631066.5323788552,None,2.0
4755,39.0,M,2,801255.9741248618,Self-employed,735.0,10000.0,0.35905975201677925,115751.4945539952,None,2.0
4756,41.0,O,3,1579369.92199341,Salaried,757.063018158271,10000.0,0.19790024306601683,166973.7105422094,MF_Stocks,0.0
4757,46.0,M,2,2863436.4763043066,Self-employed,683.8663791923562,10000.0,0.1773782844160559,1001794.1387194482,MF,2.0
4758,33.0,F,2,705911.55103618,Salaried,701.0,10000.0,0.19365017908641013,261737.65618776216,MF_Stocks,3.0
4759,38.0,M,2,913763.0736534359,Salaried,850.0,10000.0,0.09933965646023006,637453.2837341381,MF,0.0
4760,39.0,O,3,4924173.286930991,Salaried,759.4079155752489,10000.0,0.4118122789918602,563840.4833459879,MF_Stocks,0.0
4761,30.0,M,2,3229216.6192999342,Self-employed,631.0,53888.21249564034,0.15990781147052724,539359.154574875,None,1.0
4762,48.0,F,1,2193758.7565379506,Salaried,722.0,58627.7639253776,0.24847951671013233,927517.5875415164,MF,4.0
4763,43.0,M,2,874708.1372758116,Self-employed,794.0,10000.0,0.5,215446.29705558828,MF,0.0
4764,34.0,F,2,5169530.53830964,Salaried,717.0,10000.0,0.34438137208603203,1106492.1867527997,None,2.0
4765,32.0,M,1,1058859.1582122105,Salaried,635.9153198691304,25083.47492236403,0.21465096707845396,170910.55627582796,Insurance,1.0
4766,30.0,M,3,886975.9913602783,Business,758.0,10000.0,0.10017757481545601,244647.87124110953,MF_Stocks,2.0
4767,56.058865997697986,F,2,815913.8728530795,Business,654.0,10000.0,0.3803203773333509,129947.86562231825,Stocks,2.0
4768,37.0,F,3,776366.4370922351,Salaried,831.2203403826975,10000.0,0.3479054504504868,7444.884553514869,MF,1.0
4769,34.0,M,1,3191439.1870751586,Salaried,730.0,23676.858637384077,0.12971733393367604,431760.30711227556,Stocks,0.0
4770,35.0,M,2,852220.0090221793,Self-employed,756.685265595243,10000.0,0.5,39394.72167827479,Stocks,4.0
4771,47.0,F,2,610007.118782936,Self-employed,649.7263674167741,10000.0,0.19024553839428082,37146.63129336714,Stocks,3.0
4772,30.0,M,2,974560.809133938,Salaried,640.0,10000.0,0.3170029851116053,86852.9879729615,Insurance,0.0
4773,51.0,F,1,871460.9230671409,Salaried,659.0,10000.0,0.5,380178.59375153,MF_Stocks,0.0
4774,47.0,F,2,731210.3282489984,Salaried,740.0,10000.0,0.2745888654677394,194508.48306463295,MF,1.0
4775,54.0,M,2,2015476.904962127,Self-employed,614.4938572732044,10000.0,0.05,42973.00424701994,MF_Stocks,1.0
4776,56.0,O,1,993487.7033557463,Self-employed,620.0,10000.0,0.188518615153241,300967.67988578073,Stocks,4.0
4777,53.0,M,3,3412779.246590609,Salaried,722.0,10000.0,0.17213466064312372,1389288.4194156034,MF_Stocks,2.0
4778,28.0,F,1,1026548.441673828,Salaried,700.0,10000.0,0.3217343573073478,9555.348768741473,Insurance,1.0
4779,53.0,M,1,1601003.670943346,Salaried,850.0,10000.0,0.36028207800567386,563819.5771805898,Insurance,0.0
4780,58.0,M,2,931613.7398595592,Self-employed,683.66505167026,10000.0,0.17281589697283364,82182.16944210303,MF_Stocks,3.0
4781,51.0,M,3,2476154.4851031774,Salaried,687.0,56774.3421710422,0.11422822018088608,377379.36748303653,None,0.0
4782,36.0,F,2,2175050.08686363,Salaried,688.0,29517.18505196135,0.44633825849098957,1696623.6744022376,MF_Stocks,3.0
4783,59.0,M,3,1949926.455685906,Self-employed,661.0,62806.28514875369,0.395091838290349,352025.4222493085,Stocks,2.0
4784,50.0,F,1,1508139.252846257,Self-employed,772.3068123270081,20131.09541399888,0.2182021785931566,658047.5159129329,Insurance,2.0
4785,37.0,M,2,818705.3455066246,Business,704.0022883709696,10000.0,0.4490121810235375,563197.2201904253,MF_Stocks,1.0
4786,31.0,F,2,3347756.995533044,Self-employed,634.9196368990589,10000.0,0.3302457089185426,286908.17692963645,None,0.0
4787,46.0,F,3,2635922.2739041313,Salaried,503.72602392365985,79580.50704245319,0.4526990505655468,295209.8383254988,Insurance,0.0
4788,31.0,M,3,1364765.4700224905,Salaried,684.9942034337348,10000.0,0.09717112409852886,357431.72065465787,Insurance,1.0
4789,47.0,F,2,659749.2715113534,Business,768.0,10000.0,0.5,445724.4038596967,Stocks,2.0
4790,54.0,F,1,4857671.59650583,Self-employed,815.0,45576.19388133208,0.14180380427713982,2000000.0,Insurance,1.0
4791,34.0,F,1,2150288.801987483,Salaried,608.3055922418308,10000.0,0.16772358323833478,156991.0393599799,Insurance,0.0
4792,38.0,M,3,970586.4355843351,Self-employed,568.4456683429373,10000.0,0.5,8455.280489303357,None,1.0
4793,35.0,M,3,1490516.6647214827,Salaried,683.0,10000.0,0.44099712886782766,282936.58667966997,MF_Stocks,3.0
4794,45.0,M,3,961504.7707563492,Salaried,663.0,10000.0,0.4464056906316939,340036.76690073835,Stocks,2.0
4795,30.0,M,2,2224816.5148335076,Self-employed,699.0,45041.89874045432,0.22825553362612638,582468.7844860664,MF,2.0
4796,41.0,M,1,1841970.7046321882,Business,501.170752201715,57060.93935447152,0.3865333056666046,944750.6569567086,Insurance,1.0
4797,44.0,M,2,796242.9704557641,Self-employed,721.0,23611.112486809823,0.5,80077.32761564117,MF_Stocks,4.0
4798,47.0,M,2,1121478.1621503537,Salaried,710.9067598232308,10000.0,0.08343876013739468,25528.78488418482,None,1.0
4799,28.0,M,2,965052.405092138,Salaried,660.5778056720219,10000.0,0.2923003653557073,264166.03250217054,Insurance,3.0
4800,36.0,F,2,1042906.76067637,Salaried,785.0,65836.70964576719,0.16213740419844427,90653.67428855995,Insurance,0.0
4801,34.0,M,1,1755854.9228315568,Salaried,840.137624484719,10000.0,0.5,815901.5488006421,MF,1.0
4802,33.0,F,2,1044426.9500760197,Salaried,841.7583109803215,10000.0,0.42645414623413147,258168.29053128767,MF_Stocks,1.0
4803,32.0,M,1,747449.8681270891,Business,736.7985774761815,10000.0,0.1250174938720928,350030.1906598009,MF_Stocks,0.0
4804,36.0,F,1,2236918.5253824694,Salaried,749.0,10000.0,0.5,219673.3572086569,Insurance,3.0
4805,35.0,M,3,5257142.992505927,Salaried,642.0,64208.30249665608,0.09394084566380642,706498.1313797069,MF,2.0
4806,45.0,M,1,2584324.0698994016,Salaried,850.0,73352.22246008355,0.44874149938799185,999765.9001145685,Stocks,1.0
4807,44.0,O,1,1139626.6647665615,Salaried,442.5028961917331,53536.56899773078,0.17020398501103925,161738.63240750483,Insurance,2.0
4808,35.0,F,3,979691.5091177385,Salaried,686.9508882111668,10000.0,0.5,417484.0147552864,Stocks,2.0
4809,36.0,F,3,3075247.3075542,Business,686.0,10000.0,0.11356296500538987,1043620.5494106543,MF,1.0
4810,47.0,M,2,2151555.3026288617,Salaried,754.0,10000.0,0.5,446079.1269445344,Stocks,0.0
4811,43.0,M,2,563075.9093802817,Self-employed,588.0,15775.915869939821,0.05,32087.10640974432,Stocks,3.0
4812,30.83632248614574,F,1,911870.9960223745,Salaried,567.5999617449393,10000.0,0.2615212464225031,222278.92079191646,MF_Stocks,1.0
4813,53.0,M,1,1965144.4479724877,Salaried,740.0,10000.0,0.24598971410874113,5798.0247903053,Insurance,2.0
4814,36.0,M,1,1558918.300599782,Salaried,667.258938710295,16763.999491160474,0.37925582351732556,37530.092248099514,Insurance,0.0
4815,47.0,F,3,1603014.6253305806,Business,806.0,10000.0,0.5,159660.1346900926,Insurance,2.0
4816,43.09148211940943,M,1,1022778.6035684109,Salaried,697.0,10000.0,0.2908588485073993,474164.972579255,MF,4.0
4817,29.0,M,2,1542985.7820936667,Self-employed,730.4539441737953,10000.0,0.5,244365.56809140835,MF_Stocks,4.0
4818,31.0,F,2,2421286.0616520494,Business,650.0,71348.3906424205,0.28704993488713587,768619.1191501784,Insurance,0.0
4819,56.0,M,2,1906754.4415750394,Self-employed,583.0,42185.39612655793,0.43195431968459286,389650.32730877853,None,1.0
4820,35.0,F,1,1849247.7062890134,Self-employed,506.0434584765936,25468.32627956573,0.30091527920958705,134495.6903312773,Stocks,1.0
4821,52.0,M,1,763944.5501219438,Business,795.0,10000.0,0.41267619373843745,420894.4980854914,None,1.0
4822,30.0,M,2,4207586.935789675,Business,826.0,64987.3684554653,0.4603966779670081,890547.1671270685,Insurance,1.0
4823,44.0,F,1,2505214.781495536,Self-employed,701.0,42548.94221156656,0.46044969038512057,509035.03352308366,None,1.0
4824,36.0,F,2,696464.9433303433,Salaried,743.0,10000.0,0.11193551871830942,13383.666147874776,Stocks,0.0
4825,41.0,F,2,458711.0300481513,Self-employed,622.0,10000.0,0.1418544107359685,176596.93114135554,MF_Stocks,0.0
4826,34.0,F,3,806438.923232558,Self-employed,737.5083037386735,10000.0,0.3836072218301266,96936.89140796008,MF_Stocks,3.0
4827,33.0,M,3,2408073.01937151,Salaried,650.0,10000.0,0.3256232130173515,206641.00829411315,MF_Stocks,2.0
4828,39.0,M,1,1192687.8219247742,Business,750.0,16538.19280843808,0.12921680192605217,331654.5938029502,Stocks,1.0
4829,45.0,F,1,1329305.7421488257,Salaried,706.8307607817881,22875.915717542306,0.44650773459394894,4724.859198187703,Insurance,2.0
4830,33.0,M,3,2686235.3900828063,Self-employed,801.0,10000.0,0.13731181162671618,1392163.7465363152,MF,3.0
4831,36.0,F,3,956757.9404045026,Salaried,789.5260983269665,10000.0,0.11248861133855939,153308.2365072453,MF_Stocks,1.0
4832,28.0,F,3,5004073.161334606,Self-employed,670.0,17112.456227145525,0.23337845691889977,533418.6849667705,MF,0.0
4833,49.47919979055014,O,2,2177657.2797838217,Salaried,688.13215576644,21831.187857785997,0.175956477768755,163974.01860873596,MF_Stocks,0.0
4834,56.64822195502979,F,3,686742.8339954182,Salaried,710.4754708219492,10000.0,0.33599815957550355,401018.0547810712,Insurance,2.0
4835,44.0,F,1,2567118.9556692187,Salaried,669.7139421401014,27146.02090713071,0.4151421415503226,580141.3184276033,Insurance,2.0
4836,41.0,M,1,1293679.0751534766,Business,758.7986345206316,10000.0,0.36956622005702233,68028.84861651142,None,2.0
4837,44.0,F,2,1410959.8571757476,Self-employed,843.381861911972,10000.0,0.17212561355527545,309849.19144099526,MF_Stocks,0.0
4838,44.22080293589139,O,1,977585.5363089755,Salaried,739.0,10000.0,0.23959816228881645,378256.244046593,Stocks,0.0
4839,44.0,F,1,1276784.130890136,Salaried,839.3684479191716,42607.47620388012,0.2209889648558546,470142.4030580087,MF_Stocks,0.0
4840,46.0,F,2,1037237.455382726,Self-employed,710.7983175839265,10000.0,0.2065729457086223,444752.7868942646,MF_Stocks,3.0
4841,38.0,F,3,814950.7283818653,Salaried,726.0,10000.0,0.5,359159.96229907294,MF_Stocks,1.0
4842,45.0,M,3,757074.3659652686,Self-employed,840.0732234654876,10000.0,0.4691474068435418,78625.14029641956,MF_Stocks,3.0
4843,52.0,M,3,2002000.6529322185,Self-employed,663.0,22189.6446213715,0.2691065299100311,2000000.0,MF,2.0
4844,31.0,F,2,560546.0021622615,Salaried,677.0,10000.0,0.1680248136017743,70902.69881369748,Insurance,0.0
4845,31.73741037247732,M,1,1117101.925980625,Business,760.0,30257.550501331843,0.0835122995377568,6866.495569296498,None,1.0
4846,31.0,F,2,880531.165448498,Salaried,668.1918370504172,10000.0,0.12806420401597143,104575.95836297267,Insurance,1.0
4847,38.080881941740735,M,1,2583992.355915013,Salaried,682.9535138215087,42700.03855662016,0.0774151145337165,911677.3595922065,Insurance,1.0
4848,46.0,M,1,968001.7124638773,Business,706.0,14516.920161852879,0.21902428328394785,336349.48510952183,Insurance,1.0
4849,32.0,M,3,1234800.5330335745,Salaried,720.455513238128,11962.696930624032,0.44502158956940674,73218.59847192436,MF,1.0
4850,45.0,O,2,1055603.4618133917,Self-employed,737.0,10000.0,0.22336420024490616,209255.99711037145,MF,0.0
4851,32.0,F,1,1125277.719704616,Business,679.9812770024166,10000.0,0.1935742566162015,121916.64963811256,Insurance,0.0
4852,40.0,F,3,1530588.555384361,Self-employed,637.0472675983312,47629.630214361365,0.5,90800.82414289557,MF_Stocks,5.0
4853,35.0,M,3,2146537.0386100668,Business,850.0,10000.0,0.34273060590810134,208319.4874379655,MF_Stocks,2.0
4854,52.0,M,1,2993715.7750326493,Business,647.0,10000.0,0.5,468227.6109082271,MF_Stocks,3.0
4855,55.0,F,2,756771.6248895411,Business,775.0,10000.0,0.28531722268992116,127435.55438495314,Stocks,4.0
4856,29.0,F,2,372205.04883458815,Self-employed,703.0,10000.0,0.30515741437167176,174778.7951227062,Stocks,3.0
4857,43.16660400427762,M,3,3201226.8629854266,Self-employed,740.0,10000.0,0.24145513362478396,100727.30335739591,Stocks,3.0
4858,44.0,M,3,1097229.0872540646,Salaried,770.0,10000.0,0.27465006488627947,199627.17903881342,Insurance,1.0
4859,40.0,F,1,704466.6831881807,Salaried,707.0,16761.68609191555,0.20163509780749675,578986.0432367282,Insurance,1.0
4860,49.0,F,2,1696678.7115302295,Salaried,641.5178745464304,10000.0,0.1945437037731199,220047.63577104147,MF,1.0
4861,32.0,F,2,1666729.4819517024,Business,834.0,26500.77282694368,0.23234859910242062,690216.0271340216,Stocks,2.0
4862,31.0,F,1,986722.1713139649,Business,775.0,41845.34390813265,0.3351181124499513,706269.7693749439,Insurance,0.0
4863,37.0,F,2,449739.31651744427,Self-employed,563.2562332682342,10000.0,0.11575472080005966,22818.466530131856,Insurance,0.0
4864,59.0,F,3,3194640.8527612844,Self-employed,759.0,82266.34643576917,0.5,511959.32760812325,MF,1.0
4865,58.0,M,2,1589271.7380429283,Business,591.0,10000.0,0.5,949741.1275138659,MF_Stocks,1.0
4866,36.0,F,1,1518803.767583055,Business,735.0,10000.0,0.18053964413103266,73563.31202220765,Insurance,3.0
4867,49.0,M,2,1674139.2803517017,Salaried,690.0,10000.0,0.44171753856277873,731179.728255373,MF_Stocks,0.0
4868,43.0,F,3,2080075.5118272663,Salaried,806.0,21601.0022832857,0.47985609561459885,2000000.0,MF,2.0
4869,35.0,F,1,1679809.5356125073,Salaried,673.0,10000.0,0.4843624627562626,26147.553150800573,Insurance,0.0
4870,39.0,M,3,3167114.147018855,Salaried,766.4571188513369,10000.0,0.24421277095877209,232572.58382843473,None,4.0
4871,48.0,F,3,1527511.531387528,Self-employed,639.8473372765488,10000.0,0.5,1125959.148103794,None,2.0
4872,30.0,F,2,483651.4036011893,Salaried,732.8952462533492,10000.0,0.3341823010122898,422495.3027976226,Stocks,3.0
4873,45.0,F,2,394970.05355020147,Business,650.0,10000.0,0.2176463803516134,56517.78100391975,MF_Stocks,3.0
4874,48.0,O,3,4931743.85407504,Salaried,516.9035521551839,42966.864713014016,0.16309569696956572,236772.50697007368,MF,1.0
4875,34.0,M,2,2737519.3167915423,Self-employed,850.0,37845.9421193813,0.2402115745705777,61344.78918070357,MF,1.0
4876,30.0,M,1,1355604.4464706688,Business,683.0,21074.89082931122,0.3576928557988399,648830.5916646331,Stocks,0.0
4877,38.0,F,1,851208.5753268942,Salaried,632.0,10000.0,0.3061076930160682,729017.0049178272,Stocks,0.0
4878,29.0,F,3,715400.86332797,Salaried,783.0,10000.0,0.23746785690284358,118237.59896715834,Stocks,3.0
4879,37.0,M,3,555057.2889679633,Salaried,832.1458185794282,10000.0,0.08905761303536104,188.82015443508848,MF,0.0
4880,39.0,M,1,900200.7810679759,Salaried,749.0,10000.0,0.3321537577980205,81619.31087585336,Insurance,0.0
4881,59.0,M,2,807943.3041024138,Self-employed,656.0,10000.0,0.29301461059606804,15900.547762990705,Insurance,0.0
4882,33.0,F,1,1422157.775241114,Salaried,688.0,10000.0,0.15325966972158267,261285.79952262712,Insurance,2.0
4883,45.0,M,2,2808724.6082567284,Self-employed,850.0,10000.0,0.5,592674.5966361278,None,1.0
4884,59.0,M,2,900623.5390484077,Salaried,782.723222208721,10000.0,0.21087802917769344,73426.0778821833,Insurance,1.0
4885,30.0,F,2,804786.8348798626,Business,797.0046484153106,10000.0,0.2675028101162161,112213.78060669267,MF,1.0
4886,46.0,M,3,763460.9445652199,Salaried,803.5229317385149,10000.0,0.05,166421.08730484682,MF_Stocks,1.0
4887,46.0,F,2,2488658.0657236935,Salaried,729.0,10000.0,0.5,500416.7560739177,MF,4.0
4888,34.0,F,2,1793163.8181925886,Salaried,738.0,10000.0,0.24604324900221378,194829.08110571632,MF_Stocks,0.0
4889,53.0,F,1,2083482.6167923377,Salaried,688.9567591601021,10000.0,0.2812691487931606,165685.28557785187,MF,0.0
4890,38.0,M,3,443121.5031146168,Salaried,744.2775421077678,10000.0,0.09535614720041691,371613.8792424163,Insurance,4.0
4891,32.0,F,3,979041.0946105659,Salaried,763.0,10000.0,0.15992502380048165,263496.74922948086,None,1.0
4892,30.0,M,2,821040.6145329626,Salaried,664.0,10000.0,0.23968947823946302,73415.32164161457,Insurance,3.0
4893,35.0,O,1,3874945.530959856,Salaried,736.0,10000.0,0.3674177729690006,418874.5236670418,MF_Stocks,1.0
4894,46.0,M,3,2602413.333266542,Self-employed,659.0,10000.0,0.17249073328306558,658790.6402209583,MF_Stocks,0.0
4895,49.0,F,1,2492510.9700688776,Salaried,783.0,10000.0,0.129179200135704,580187.5076922993,None,2.0
4896,34.0,F,2,1555224.9897326552,Self-employed,780.0,10000.0,0.19464257818320527,84385.42728960156,None,0.0
