customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags
5342,58,M,3,1760519,Salaried,655,10000,0.27787737677005225,170615,None,0
5343,31,M,2,1202002,Self-employed,714,10000,0.3872491389682994,50288,MF,0
5344,33,M,3,1360608,Salaried,779,10000,0.16982374401256584,927608,MF,5
5345,59,F,1,579997,Business,673,10000,0.18091792904063356,66738,None,1
5346,42,F,1,719429,Salaried,757,10000,0.3022172496271532,90108,Stocks,0
5347,28,M,2,2762001,Salaried,561,10000,0.1309656964997706,1508122,Stocks,2
5348,36,F,1,2139072,Business,788,10000,0.35831897466979834,898953,MF_Stocks,2
5349,40,M,1,1688140,Salaried,654,10000,0.2746540346137921,31187,MF,3
5350,47,F,2,2106167,Business,652,48475,0.22232823423035733,32228,MF_Stocks,2
5351,48,M,2,2721334,Salaried,740,10000,0.3165773421893008,1276471,MF,3
5352,63,M,3,1045146,Salaried,745,10000,0.27834584857637906,31951,Stocks,0
5353,36,F,2,1475944,Salaried,688,10000,0.4068663857647249,226258,MF_Stocks,1
5354,43,F,3,931217,Salaried,611,10000,0.4334468799573204,37029,MF_Stocks,0
5355,42,M,2,781250,Salaried,652,10000,0.07838866659159117,112352,MF_Stocks,3
5356,39,F,1,1474436,Salaried,709,12735,0.4464685119101739,85193,MF_Stocks,1
5357,33,F,1,1968022,Salaried,748,19637,0.4332522672801148,497648,MF_Stocks,3
5358,60,F,2,1527225,Salaried,617,10000,0.2427190575050658,33769,MF,1
5359,52,M,2,4373562,Salaried,635,10000,0.38190211606533553,1221437,Stocks,1
5360,42,M,1,1380579,Business,726,18582,0.4796273779191618,258677,MF,2
5361,44,F,2,964146,Salaried,691,10000,0.07414207632029686,224913,MF,3
5362,35,M,2,748070,Self-employed,714,10000,0.232384970499128,80814,MF_Stocks,1
5363,43,M,2,2809845,Salaried,438,10000,0.3913734265452795,1903186,Insurance,2
5364,47,M,3,2018222,Salaried,670,10000,0.43738247159645344,54003,MF_Stocks,1
5365,42,F,3,2719294,Salaried,785,10000,0.0977370110968176,1532991,MF_Stocks,0
5366,62,M,3,413282,Self-employed,638,10000,0.27604529405135975,82217,None,0
5367,44,F,3,2125096,Business,748,33943,0.5,997028,None,0
5368,38,M,1,861451,Salaried,579,10000,0.4550458704495872,350945,MF,1
5369,49,M,2,690087,Salaried,543,10000,0.35301702440219446,48643,Insurance,0
5370,33,M,3,1648682,Salaried,741,10000,0.15648518945193618,99825,Stocks,2
5371,39,M,2,2850686,Self-employed,694,10000,0.320241960677889,487273,Stocks,0
5372,38,F,3,6000000,Salaried,666,13134,0.389078876612101,1860525,None,1
5373,40,F,2,1725111,Self-employed,784,40826,0.24626284991157035,179222,Insurance,4
5374,50,M,2,1047946,Self-employed,668,10000,0.30692298457346306,584681,None,1
5375,41,M,1,759181,Business,636,10000,0.15728102970567231,78761,Insurance,1
5376,50,F,3,3389985,Salaried,625,35520,0.18242552026560543,35917,MF_Stocks,0
5377,44,F,3,1008929,Self-employed,604,26958,0.20751374033664158,337709,MF_Stocks,0
5378,38,F,3,2568184,Salaried,746,10000,0.05,114445,Stocks,3
5379,51,F,2,1926070,Salaried,668,10000,0.5,1200159,MF_Stocks,2
5380,35,M,1,1269607,Salaried,814,10000,0.48736038767785905,339158,Stocks,1
5381,35,F,1,443958,Self-employed,404,10000,0.3089978274377282,39826,Stocks,2
5382,42,M,3,1463117,Salaried,792,10000,0.38707538464191527,206384,Stocks,3
5383,36,M,2,603292,Self-employed,735,10000,0.2248562012969772,81277,None,1
5384,28,F,1,744204,Self-employed,690,10000,0.13347066278859723,147861,Insurance,1
5385,45,F,2,2683433,Self-employed,570,10000,0.06358271551698044,169917,Stocks,1
5386,42,F,2,3169339,Salaried,534,11896,0.35266235420259057,91626,MF,1
5387,40,M,2,1696163,Business,775,10000,0.1975969698837309,395498,MF,1
5388,59,M,2,1210477,Salaried,724,10000,0.45119145525820464,264764,None,1
5389,43,M,2,3955512,Self-employed,722,10637,0.19430512189921922,457231,MF_Stocks,1
5390,53,F,3,1363813,Salaried,689,10000,0.22500567957595186,713397,MF,0
5391,32,M,1,558490,Self-employed,784,10000,0.3152729812271319,201915,None,2
5392,43,F,2,2316692,Salaried,641,10000,0.059826300892817645,138782,MF,3
5393,53,M,2,2154751,Self-employed,666,30151,0.14590124231521628,423658,MF,2
5394,44,F,3,1325074,Salaried,682,10000,0.5,39029,None,1
5395,47,F,2,1667463,Self-employed,678,10000,0.40497597964862647,141000,Insurance,3
5396,38,M,2,1915890,Salaried,833,10000,0.05,1179476,MF_Stocks,1
5397,31,M,2,1571956,Self-employed,574,23631,0.148892942990895,877028,Insurance,3
5398,41,F,2,1979482,Salaried,504,10000,0.4311884888059915,160554,MF_Stocks,1
5399,39,M,3,1313405,Self-employed,554,10000,0.2494039633613043,110045,MF,0
5400,53,F,3,2654314,Salaried,768,10000,0.4876630638006429,2000000,None,1
5401,35,F,2,1451087,Salaried,689,10000,0.1826926018398075,267979,None,0
5402,59,M,2,1284195,Self-employed,540,10000,0.2027218581639804,917902,MF,3
5403,58,F,1,1203531,Self-employed,709,25710,0.5,147177,MF,1
5404,35,M,2,1353965,Self-employed,667,10000,0.3494259731551877,349504,MF_Stocks,2
5405,38,F,3,742684,Business,755,10000,0.2448467874224704,299886,Insurance,2
5406,54,M,2,1125075,Salaried,779,10000,0.4119683055104052,87828,MF_Stocks,2
5407,59,F,1,1461880,Salaried,850,38839,0.4085387605743849,432172,None,1
5408,40,M,3,795906,Salaried,581,19594,0.5,6297,Stocks,1
5409,37,M,2,1005302,Salaried,513,18118,0.0912121038957837,18663,Stocks,3
5410,42,M,2,6000000,Salaried,758,10000,0.43789077080336747,449063,Stocks,1
5411,47,F,1,645882,Self-employed,798,10000,0.22815622575374914,85936,None,0
5412,36,F,2,1149414,Salaried,572,10000,0.12395247067856623,134765,MF_Stocks,1
5413,48,F,3,1139832,Salaried,572,13269,0.15650259928983107,186179,MF_Stocks,4
5414,29,M,2,1276057,Salaried,734,16209,0.4107451605740697,504423,MF_Stocks,2
5415,29,F,2,839411,Salaried,850,10000,0.07532414665364029,307784,Insurance,0
5416,39,F,1,1021723,Salaried,612,10000,0.43322086012960687,203029,Stocks,1
5417,38,M,2,954811,Salaried,708,28303,0.07706613319487071,35994,MF,1
5418,37,M,3,3308418,Business,510,10000,0.05,860960,MF_Stocks,2
5419,41,M,2,1578467,Salaried,680,12941,0.378150112147963,852314,Stocks,1
5420,37,M,3,962337,Business,688,10000,0.23776131310863713,153074,Insurance,1
5421,34,M,3,2853591,Salaried,846,10000,0.06493942300937229,134797,MF,1
5422,37,F,3,988500,Salaried,629,10000,0.3621506567528344,79324,Stocks,0
5423,60,M,3,787931,Salaried,768,10000,0.3103177306773801,194435,Stocks,2
5424,39,F,1,1180114,Self-employed,622,10000,0.132706414458682,310183,MF_Stocks,2
5425,40,F,3,5621959,Business,709,68496,0.2647158762897764,181599,MF_Stocks,4
5426,44,F,1,413570,Salaried,850,10000,0.5,127481,MF_Stocks,1
5427,61,F,1,642735,Salaried,850,10000,0.15571653334255453,557798,Stocks,2
5428,35,M,1,1786686,Salaried,850,10000,0.5,129200,None,3
5429,46,F,2,1060376,Salaried,739,10000,0.359006077129912,3364,Insurance,2
5430,47,M,2,2266728,Self-employed,678,16860,0.26839895197342584,378405,MF_Stocks,2
5431,44,F,2,929661,Salaried,728,10000,0.47575193705604446,863732,Insurance,2
5432,31,F,1,1189919,Salaried,746,10000,0.3584781760470894,13651,Stocks,0
5433,46,F,2,4440208,Business,738,20182,0.3211115221148688,845500,Insurance,1
5434,30,F,2,673871,Salaried,628,10000,0.4272310416553147,67995,MF,1
5435,44,M,3,3391494,Self-employed,624,84939,0.10229062808954958,540878,None,1
5436,48,M,1,1928998,Self-employed,640,10000,0.2117582179307014,1025591,MF_Stocks,3
5437,34,F,1,460895,Salaried,807,10000,0.5,69913,MF,1
5438,52,M,1,1856710,Salaried,817,10000,0.5,609686,Insurance,0
5439,29,F,2,1429866,Salaried,850,10000,0.06328985517130038,555850,Stocks,3
5440,52,M,2,1717438,Business,742,10000,0.48716968420211154,469770,MF,2
5441,41,F,2,1839295,Self-employed,621,10000,0.3818080915535711,71897,Insurance,2
5442,34,M,2,1154579,Salaried,652,17861,0.25496766105981683,913776,None,1
5443,32,M,2,1462553,Self-employed,684,10000,0.4599818618015647,74174,MF,0
5444,58,F,2,1957178,Self-employed,850,10000,0.2099441516105604,451142,None,5
5445,30,M,3,2625884,Salaried,773,10000,0.23800788546757903,95985,MF_Stocks,2
5446,34,M,1,450528,Salaried,565,10000,0.05,2443,Stocks,2
5447,38,M,3,3835402,Self-employed,694,81280,0.16001283369746946,38910,Insurance,4
5448,45,M,3,923041,Salaried,552,10000,0.26223920812541085,112822,MF_Stocks,2
5449,43,M,1,1937832,Business,759,10000,0.3452369140607815,276383,MF_Stocks,2
5450,32,M,3,1783709,Self-employed,629,10000,0.49738959074491285,386016,MF_Stocks,5
5451,36,F,3,809215,Salaried,638,10000,0.32006256861229615,85604,Stocks,1
5452,35,M,2,1971246,Business,512,10000,0.1893004784251411,261647,MF_Stocks,2
5453,34,F,2,807923,Salaried,775,10000,0.5,468312,MF,5
5454,39,M,2,2811586,Business,820,13468,0.40547612240838177,297461,MF_Stocks,0
5455,47,M,1,830204,Salaried,630,10000,0.39181176645837446,78507,Insurance,3
5456,34,M,1,459310,Self-employed,683,10000,0.2580513083995378,145950,MF_Stocks,1
5457,38,F,3,4437316,Self-employed,652,14085,0.5,2000000,Insurance,0
5458,39,M,3,1983466,Salaried,678,10000,0.21725393519493466,12152,MF,2
5459,60,F,1,2384576,Salaried,618,10000,0.5,42263,Insurance,1
5460,58,M,3,1194882,Salaried,589,39743,0.35516056266543455,435233,MF_Stocks,2
5461,50,M,3,611316,Salaried,836,10000,0.2303160656642299,9233,Stocks,2
5462,35,F,1,3107966,Salaried,436,20645,0.3670991620947439,1070543,Stocks,3
5463,30,M,2,1374626,Business,750,11878,0.33745957334468,162518,None,1
5464,37,M,2,1958255,Self-employed,728,10000,0.0527800518879897,349095,MF_Stocks,2
5465,36,F,3,2588196,Salaried,850,10000,0.05,18221,None,3
5466,42,F,3,1482173,Self-employed,676,10000,0.05,133184,MF_Stocks,0
5467,49,F,1,1482304,Salaried,662,33871,0.5,672605,MF,1
5468,53,F,2,4260584,Business,619,77103,0.3345353937527059,2000000,Insurance,1
5469,52,F,3,1887357,Salaried,735,10000,0.08596543800825678,377229,Insurance,0
5470,38,F,3,3111184,Salaried,629,10000,0.05,2000000,Stocks,3
5471,47,M,1,385069,Salaried,587,10000,0.5,9927,Stocks,1
5472,37,F,2,2861939,Business,626,51061,0.11260430339145233,1458287,Insurance,1
5473,30,F,3,673397,Salaried,605,10000,0.06221717245215125,236325,None,0
5474,47,M,2,2877188,Salaried,599,44651,0.14689283427210864,87626,MF_Stocks,0
5475,28,M,2,1716123,Salaried,708,13827,0.13317621176857564,513591,Insurance,4
5476,39,M,3,1679505,Salaried,680,10000,0.22075640097408264,438721,Stocks,3
5477,37,F,1,1092616,Salaried,754,10000,0.5,801512,MF_Stocks,0
5478,47,M,3,1605608,Self-employed,714,40845,0.2621133149295963,103819,Stocks,2
5479,49,F,2,973281,Salaried,579,10000,0.41836904013093457,97258,Insurance,3
5480,37,M,1,1025051,Salaried,487,10000,0.10201068744313972,54312,Stocks,1
5481,51,F,1,4952234,Salaried,594,24815,0.46054569202472107,2000000,Stocks,3
5482,36,M,1,2509338,Salaried,776,17715,0.5,1233687,Stocks,0
5483,40,F,1,707692,Salaried,774,10000,0.11467108460420514,57626,Insurance,1
5484,48,F,2,1856849,Salaried,798,10000,0.49152741597256777,914003,MF,3
5485,47,F,1,1347169,Salaried,783,10000,0.2477521739219685,1091633,MF,2
5486,62,F,3,1869700,Salaried,808,59305,0.4266316206276289,63873,Stocks,2
5487,35,F,2,786716,Salaried,740,10000,0.42588105634588935,599057,Stocks,3
5488,46,M,2,2037157,Salaried,850,10000,0.23962184065067957,1108133,MF,1
5489,44,M,2,2552828,Salaried,729,21557,0.22273544859286468,1482699,Insurance,2
5490,55,F,2,1006290,Self-employed,850,10000,0.12323137350530454,15120,Insurance,1
5491,33,M,2,4569466,Self-employed,637,50136,0.3312788048094012,2000000,MF_Stocks,2
5492,49,M,1,3225416,Salaried,634,10000,0.11504712979935873,2000000,None,1
5493,43,F,3,2533995,Salaried,680,10000,0.16806298297924255,789636,Insurance,3
5494,36,M,2,691085,Salaried,696,10000,0.31919591317606655,313333,MF_Stocks,1
5495,41,M,1,1532703,Business,667,36635,0.32708438791774835,255599,MF,2
5496,37,F,2,1727076,Salaried,753,10000,0.4739430882819558,44094,Stocks,1
5497,44,M,2,2090601,Salaried,689,10000,0.12341036258389504,334911,None,1
5498,54,M,1,3505938,Salaried,639,10000,0.05,2000000,Stocks,1
5499,43,M,3,1641012,Salaried,660,48738,0.18621379147803854,241578,Stocks,1
5500,45,F,2,5288369,Salaried,821,10000,0.5,546908,Stocks,0
5501,42,F,2,1932455,Self-employed,731,10306,0.25103063598861997,486530,Insurance,2
5502,29,F,2,1149836,Salaried,532,10000,0.13109108008250206,996554,MF,3
5503,35,M,3,6000000,Salaried,850,10251,0.1299874258645815,1259119,Stocks,1
5504,41,F,1,1982032,Business,743,26633,0.5,376917,None,1
5505,37,F,2,1110047,Salaried,763,10000,0.44893488876852744,175823,Insurance,2
5506,33,F,2,1486763,Salaried,792,26273,0.19593528361124293,198782,MF,1
5507,42,F,3,2653511,Salaried,798,10000,0.1748068634338086,359798,Stocks,1
5508,37,M,1,1059515,Salaried,608,10000,0.1818875799886911,935026,Stocks,0
5509,36,M,1,1244806,Self-employed,592,10000,0.3828286251321636,102264,MF,0
5510,41,M,3,1103216,Salaried,850,10000,0.21791147316306345,179090,Insurance,1
5511,32,M,2,510179,Self-employed,630,10000,0.5,16358,MF_Stocks,4
5512,56,F,2,1781009,Self-employed,737,10000,0.18543895578483605,284248,MF_Stocks,3
5513,53,F,2,1780780,Salaried,850,10000,0.10695821826400546,182601,Insurance,2
5514,47,F,3,2563602,Salaried,655,29278,0.22622762005034916,424610,MF_Stocks,2
5515,31,M,1,773363,Salaried,663,18557,0.16616248956602203,109764,Stocks,2
5516,49,M,1,578988,Business,792,10078,0.05582480046907436,320084,Insurance,3
5517,50,M,3,1065827,Salaried,721,10000,0.05,249543,MF_Stocks,4
5518,49,M,2,3000262,Salaried,749,10000,0.20596300470399972,393581,None,4
5519,31,M,2,932530,Business,691,15207,0.36776939066173703,116228,Insurance,1
5520,45,F,3,1416012,Salaried,647,10000,0.5,19385,Stocks,3
5521,52,M,2,1348144,Salaried,666,10000,0.2778780150355222,88990,Insurance,3
5522,44,F,1,853939,Salaried,819,10000,0.22355516298693495,467335,MF,2
5523,45,M,1,824267,Salaried,670,10000,0.08737463353661967,95468,Insurance,2
5524,41,F,2,891185,Salaried,742,10000,0.37037002482898784,706761,Stocks,4
5525,42,M,3,4200224,Self-employed,603,55614,0.05,187977,None,2
5526,29,M,1,1609748,Salaried,850,10000,0.31027006163993415,62355,None,3
5527,45,F,1,2641530,Salaried,731,39740,0.2128994665001449,1380105,Stocks,1
5528,30,F,3,4004372,Salaried,733,84059,0.3143600862588853,730497,MF,2
5529,40,M,1,300000,Self-employed,792,10000,0.1473659484857173,143642,MF,2
5530,36,M,2,1778221,Self-employed,651,10000,0.05,163696,Insurance,1
5531,43,M,1,863195,Salaried,819,13052,0.23458247645354988,58893,MF_Stocks,1
5532,32,F,2,2740691,Salaried,548,10000,0.16275008110182523,681180,None,2
5533,47,F,2,1006305,Self-employed,638,10000,0.21357796884816688,95339,Insurance,2
5534,50,M,1,693488,Salaried,619,10000,0.4052958310153603,5974,MF_Stocks,3
5535,33,M,2,597885,Salaried,511,10000,0.41223577711210047,345046,MF,2
5536,31,F,2,1160103,Salaried,647,25873,0.12927943334669226,497987,MF,1
5537,32,M,2,2428057,Salaried,694,10000,0.17429415792436462,452944,Stocks,2
5538,53,F,2,1909297,Salaried,591,10000,0.2867124012680952,142024,Insurance,2
5539,42,M,2,735871,Self-employed,576,10000,0.10606603981354405,72870,MF,2
5540,41,F,2,5468845,Salaried,704,10000,0.3973374829477404,47945,None,1
5541,31,M,2,2054098,Salaried,692,10000,0.14826517357569224,69070,MF,1
5542,45,M,2,2467634,Salaried,673,10000,0.5,252058,Stocks,2
5543,53,M,2,3539736,Salaried,573,10000,0.43235443568049303,1553486,MF_Stocks,1
5544,51,F,2,603592,Salaried,660,10000,0.3118108413467466,227831,MF,4
5545,45,F,1,723109,Salaried,633,14144,0.06440046329903364,95692,Insurance,1
5546,30,F,1,1772202,Salaried,708,10000,0.49886188756530064,888280,None,0
5547,31,F,1,671840,Salaried,644,10000,0.4275973927803373,138505,Insurance,0
5548,29,M,3,1413524,Salaried,696,10000,0.23281394981760306,911652,None,0
5549,35,M,3,1655210,Business,568,10000,0.17006845154904165,9456,MF_Stocks,0
5550,32,F,2,651603,Salaried,560,10000,0.15715068835074056,324879,None,1
5551,36,M,1,925098,Self-employed,755,10000,0.18607859726128953,284852,MF,1
5552,39,M,1,2046516,Salaried,776,27460,0.5,211487,Insurance,0
5553,57,M,3,3067827,Salaried,660,10000,0.0889765722299582,918633,None,2
5554,44,M,3,3578067,Salaried,702,19539,0.2293248446301801,1082870,Insurance,1
5555,52,M,1,2433648,Salaried,655,10000,0.4530759483059789,561723,MF,2
5556,47,F,3,2383728,Salaried,809,51850,0.08506290188466738,1439197,Stocks,1
5557,31,F,2,1692354,Salaried,679,10000,0.3252946963138232,966473,MF,3
5558,48,F,2,1840923,Salaried,650,40137,0.11922782729294758,120076,MF_Stocks,3
5559,36,F,3,1198146,Salaried,796,14132,0.46274883675990935,80589,Stocks,3
5560,45,F,2,834307,Self-employed,622,22452,0.20839719916737331,128227,None,0
5561,38,M,3,1168807,Salaried,715,10000,0.13555478014139247,331088,MF_Stocks,1
5562,63,M,1,1193031,Salaried,595,10000,0.10008823704526788,421841,Stocks,0
5563,36,F,2,976329,Self-employed,766,10000,0.05859450987065802,1105952,MF_Stocks,0
5564,36,M,2,1854916,Salaried,781,10259,0.17467831971695222,140785,Insurance,0
5565,56,M,2,1886014,Self-employed,571,25459,0.5,363819,Insurance,0
5566,28,M,2,1634412,Business,555,10000,0.18096805270863614,95214,Insurance,0
5567,47,M,1,1570293,Salaried,728,10000,0.2252853168875125,754355,Stocks,4
5568,48,M,2,3240304,Salaried,850,10000,0.14564143456354917,378758,None,4
5569,52,M,2,1617746,Business,788,10000,0.3317666709625685,1267802,Stocks,1
5570,60,M,3,3688154,Salaried,678,102589,0.1718443216245827,1177815,MF_Stocks,3
5571,60,F,2,2338975,Salaried,614,10000,0.16586164387235686,796922,None,0
5572,30,F,2,2717788,Salaried,578,34215,0.4027977308613397,46236,Insurance,2
5573,51,F,1,3468705,Salaried,771,10000,0.05,758196,MF,2
5574,45,M,2,2187597,Business,792,10000,0.11295673466175336,24674,MF,4
5575,45,M,1,1329664,Salaried,636,10000,0.4673510394633033,26065,Insurance,1
5576,32,F,1,1170322,Salaried,675,10000,0.16787026341155473,874657,MF_Stocks,2
5577,45,M,1,942298,Salaried,704,10000,0.2624045965834533,16057,Stocks,3
5578,61,F,1,1055808,Salaried,850,10000,0.4847919550548626,724934,MF_Stocks,1
5579,55,F,2,2851599,Salaried,706,43116,0.12384521660719469,209086,Insurance,2
5580,40,F,3,1004127,Business,601,18171,0.5,4987,Insurance,2
5581,29,F,1,2820407,Business,584,11682,0.42295078831579613,2000000,Stocks,0
5582,38,M,3,1613989,Salaried,608,10000,0.47817164048262406,251391,Insurance,0
5583,51,M,1,6000000,Salaried,826,70604,0.5,573863,MF,1
5584,47,F,2,1035929,Salaried,751,14732,0.10008708382997729,132210,None,0
5585,41,M,2,1746450,Salaried,665,10000,0.2050132915297279,1139738,MF,1
5586,30,M,3,1358897,Salaried,407,10000,0.1516614965695173,98865,Stocks,2
5587,40,M,1,741563,Self-employed,614,10000,0.11359772497417756,489625,MF_Stocks,2
5588,41,M,2,2845538,Salaried,734,27601,0.4146034137739325,60495,MF_Stocks,3
5589,56,M,1,707007,Self-employed,735,10000,0.35795397077105534,17336,MF,0
5590,45,M,2,1031660,Salaried,734,10000,0.32326264489688783,175866,None,0
5591,37,F,3,2497238,Business,565,10000,0.5,254552,Insurance,4
5592,42,F,3,2834089,Salaried,717,30732,0.05,14586,MF_Stocks,0
5593,30,F,3,728077,Self-employed,602,10000,0.5,142462,Insurance,3
5594,60,F,2,2432131,Self-employed,700,10000,0.5,195382,None,3
5595,38,M,3,1909960,Business,623,41484,0.23868029792465298,363649,MF_Stocks,2
5596,41,M,2,866613,Self-employed,807,11255,0.15210800496051236,193112,MF,2
5597,38,M,1,729496,Self-employed,733,10000,0.09667160613409832,41692,None,2
5598,46,F,3,548298,Salaried,685,10000,0.10882046921725862,233966,None,2
5599,46,F,1,3532648,Salaried,838,10000,0.2744511337175927,591754,MF_Stocks,0
5600,47,M,1,2338875,Salaried,662,10000,0.3191657156745074,762241,MF_Stocks,1
5601,36,M,1,530014,Salaried,558,11882,0.32741297318368084,119965,MF_Stocks,1
5602,37,F,2,2355110,Self-employed,805,10000,0.4279536557802087,480501,Insurance,2
5603,32,F,2,993730,Salaried,725,10327,0.5,405911,MF,1
5604,46,F,1,2182492,Salaried,668,10000,0.2966052639752553,215908,Insurance,1
5605,29,M,3,1237941,Salaried,635,11944,0.4834266185336087,368177,MF_Stocks,2
5606,44,M,3,1475507,Salaried,751,10000,0.35418642243101867,84032,MF,0
5607,53,F,3,1628128,Salaried,781,10000,0.5,457220,None,1
5608,54,F,2,1111190,Salaried,623,10000,0.5,127243,Stocks,1
5609,40,F,3,4144923,Salaried,756,10000,0.3470682082237198,16478,MF_Stocks,0
5610,41,F,3,3088446,Salaried,725,10000,0.20541852397550495,1646702,Stocks,1
5611,30,F,1,1155329,Salaried,617,10000,0.3367041946062536,27772,None,1
5612,46,F,2,2882787,Business,700,10000,0.4338485714867426,495944,Stocks,1
5613,51,M,2,608371,Business,645,10000,0.378940871953926,208293,Insurance,1
5614,35,M,1,544314,Salaried,824,10000,0.43765154831663505,13304,Insurance,1
5615,40,F,1,1586593,Salaried,635,20173,0.48206639945024393,248859,MF_Stocks,2
5616,52,M,2,2528179,Salaried,850,10000,0.4703513617191075,98566,Insurance,2
5617,53,M,1,1583285,Business,713,26117,0.3465956758301323,960171,Stocks,0
5618,35,F,1,367596,Salaried,525,10000,0.5,63595,Insurance,1
5619,43,O,2,806420,Self-employed,482,24246,0.5,125352,Insurance,0
5620,34,M,3,2212350,Business,679,10000,0.05589979955776486,500579,MF_Stocks,4
5621,31,M,3,6000000,Business,833,111382,0.5,886445,MF_Stocks,1
5622,55,F,2,3446493,Self-employed,823,10000,0.3841809190952003,2000000,MF_Stocks,0
5623,51,F,2,4160585,Self-employed,716,14208,0.23855786718998273,1331886,Stocks,0
5624,49,F,2,1952586,Business,626,15359,0.3439175729961949,917042,MF_Stocks,2
5625,29,M,1,1306709,Business,658,10000,0.5,39159,Stocks,1
5626,52,M,1,714176,Salaried,720,10000,0.29508174306520035,379006,Stocks,1
5627,40,F,3,3168995,Business,808,10000,0.3101428914723944,536091,MF_Stocks,0
5628,38,F,2,1406321,Self-employed,756,10000,0.385197973326015,363235,MF_Stocks,5
5629,43,F,3,2763608,Salaried,796,10000,0.2604818068118366,660931,None,2
5630,31,M,3,1720886,Salaried,764,10000,0.09946099215550877,427681,Stocks,2
5631,49,M,1,1530097,Self-employed,793,10000,0.17938905815518663,448784,MF_Stocks,0
5632,44,M,2,1457790,Salaried,473,30392,0.09961733908819581,84415,Stocks,2
5633,34,F,2,1630245,Self-employed,610,10000,0.3448995573645423,294803,MF_Stocks,0
5634,34,F,2,2596078,Salaried,589,10000,0.5,169826,None,1
5635,34,M,2,666455,Business,580,10000,0.2512513018422025,18629,Insurance,2
5636,30,M,3,685250,Salaried,700,10000,0.1668475359097328,210617,Stocks,2
5637,44,F,3,2369153,Salaried,555,54556,0.4873436843650279,451013,None,3
5638,52,M,3,4567594,Business,605,10000,0.38956291676127963,72213,MF,2
5639,28,F,1,2924596,Salaried,690,22872,0.35030269416984505,927462,None,2
5640,29,F,1,513436,Self-employed,539,10000,0.22330113141036803,30637,MF,1
5641,43,M,1,963549,Salaried,651,10000,0.325521069841025,182468,Stocks,3
5642,51,M,1,541980,Business,763,10000,0.5,27825,None,3
5643,37,F,2,1047992,Salaried,577,10000,0.21959572228890042,297645,MF,2
5644,38,M,2,2882319,Salaried,779,10000,0.3372644431223295,74646,MF,2
5645,44,M,2,1524739,Business,619,27792,0.4501061508395087,323271,MF,2
5646,36,F,3,1394699,Salaried,727,10000,0.27181333779574285,919407,None,2
5647,29,F,3,2312075,Business,589,10000,0.13409070185362224,775081,MF_Stocks,2
5648,48,F,1,796240,Self-employed,745,10000,0.14896793594353708,277728,MF,0
5649,45,M,3,4801268,Salaried,669,10000,0.5,1943979,None,1
5650,44,M,2,1543310,Salaried,746,10000,0.2259993675785302,1637065,Insurance,2
5651,48,M,2,1242583,Salaried,645,10000,0.07756895120612975,717,Insurance,1
5652,46,M,3,2641230,Salaried,755,10000,0.3731748504176799,522379,MF_Stocks,0
5653,34,F,1,1978886,Salaried,784,10000,0.08600342496397462,1149265,MF_Stocks,0
5654,38,M,3,4605853,Salaried,711,10000,0.11987425108172524,2000000,MF_Stocks,0
5655,32,F,2,1236324,Business,652,10000,0.3139593658299014,29487,Insurance,3
5656,32,M,3,3263049,Salaried,676,10000,0.25421713693647774,295991,Insurance,3
5657,46,M,3,1973606,Salaried,573,13993,0.17178459941252952,84217,Stocks,2
5658,53,F,2,1134516,Salaried,720,10000,0.2771601606601787,562196,MF,0
5659,59,M,1,882226,Salaried,762,10000,0.34766154567601015,196021,MF_Stocks,2
5660,45,M,1,646925,Self-employed,850,10000,0.05,278489,Insurance,2
5661,34,M,2,912962,Salaried,830,10000,0.3733903799058703,251361,MF,4
5662,31,M,1,2134285,Business,602,10000,0.05,342452,Stocks,3
5663,51,M,3,2923662,Self-employed,721,10000,0.4104272102003874,2000000,None,2
5664,44,M,1,587983,Salaried,686,10000,0.28717107954229254,264251,Insurance,1
5665,45,F,3,647432,Self-employed,821,15399,0.1399149725487148,303098,Insurance,2
5666,50,F,3,975866,Self-employed,629,10000,0.5,901401,MF,2
5667,47,M,1,798018,Self-employed,787,26209,0.05,32213,Insurance,1
5668,52,M,2,1355564,Salaried,601,10000,0.22983880553542052,676022,None,5
5669,30,F,2,2789204,Salaried,689,10000,0.43462549563452957,938206,Insurance,2
5670,48,M,2,1138417,Salaried,611,10000,0.2498817655970539,13977,Stocks,1
5671,52,F,2,4457007,Salaried,503,10000,0.5,115486,Stocks,2
5672,36,F,1,419167,Salaried,609,10000,0.10452720441905179,300704,None,1
5673,45,M,2,1255626,Self-employed,674,10000,0.5,116649,Stocks,1
5674,37,F,2,2336308,Salaried,842,43439,0.10399160321808254,96354,Insurance,0
5675,58,F,3,3311013,Salaried,591,10000,0.327692165849636,2000000,Stocks,1
5676,29,F,3,1362969,Salaried,639,10000,0.17225838520637812,535899,Stocks,3
5677,44,M,1,2258548,Salaried,555,66462,0.25489994555144396,405097,Stocks,2
5678,33,F,1,1815383,Salaried,815,10000,0.2392779878402874,539946,MF_Stocks,2
5679,47,F,3,1240944,Self-employed,653,10000,0.5,2000000,None,2
5680,33,M,3,2067918,Business,666,10000,0.5,136166,Stocks,2
5681,35,F,2,2190099,Salaried,665,10000,0.42470437659164634,178585,None,2
5682,41,M,1,835159,Salaried,504,10000,0.25787119847574835,44887,MF_Stocks,0
