symbol,company_name,sector,market_cap,market_cap_class,current_price,beta,volatility_30d,volatility_90d,open,high,low,close,volume,return_1m,return_3m,return_6m,return_1y,return_3y,dividend_yield,risk_bucket,last_updated,ticker,ticker_yf
NBCC.NS,NBCC (India) Limited,Infrastructure,311282991104,Mid Cap,115.32,0.73,35.62,31.41,109.19,116.24,108.5,115.29,21122749,-1.13,5.39,-3.54,15.89,318.98,99.0,Medium,2025-12-15 11:24:02,NBCC,NBCC.NS
AARTIIND.NS,Aarti Industries Limited,Chemicals,137895215104,Small Cap,380.15,0.418,26.71,22.32,363.0,380.6,360.65,380.15,6207801,-3.83,-2.68,-16.34,-12.92,-25.25,28.0,Medium,2025-12-15 11:24:03,AARTIIND,AARTIIND.NS
KAJARIACER.NS,Kajaria Ceramics Limited,Consumer Durables,173909409792,Small Cap,1091.9,0.527,20.32,23.15,1053.0,1100.5,1049.3,1091.9,238871,-2.42,-9.93,6.65,-8.83,-12.55,114.0,Low,2025-12-15 11:24:04,KAJARIACER,KAJARIACER.NS
ABREL.NS,Aditya Birla Real Estate Limited,Others,189959749632,Small Cap,1718.4,0.348,28.89,32.69,1674.0,1719.7,1664.4,1718.4,58344,-1.97,-10.6,-30.38,-37.93,116.98,12.0,Medium,2025-12-15 11:24:05,ABREL,ABREL.NS
WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Durables,120216707072,Small Cap,947.5,0.325,45.07,40.44,925.4,947.7,923.6,947.5,142476,-23.32,-30.42,-28.53,-51.14,-32.96,54.0,Medium,2025-12-15 11:24:06,WHIRLPOOL,WHIRLPOOL.NS
KEC.NS,KEC International Limited,Infrastructure,186925645824,Small Cap,702.2,0.078,43.16,32.93,716.0,723.5,702.15,702.2,3446121,-10.56,-20.44,-20.67,-40.82,36.52,80.0,Medium,2025-12-15 11:24:07,KEC,KEC.NS
NEULANDLAB.NS,Neuland Laboratories Limited,Pharma,209945051136,Small Cap,16345.0,0.241,38.22,38.57,16150.0,16385.0,16120.0,16345.0,15303,-5.83,0.76,30.53,2.31,498.67,7.0,High,2025-12-15 11:24:08,NEULANDLAB,NEULANDLAB.NS
BEML.NS,BEML Limited,Infrastructure,142907277312,Small Cap,1715.8,0.651,33.55,34.27,1690.0,1720.9,1674.0,1715.8,101269,-14.58,-20.91,-21.6,-22.75,142.27,63.0,Medium,2025-12-15 11:24:09,BEML,BEML.NS
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Energy,264537260032,Mid Cap,150.94,0.398,38.72,35.35,149.2,153.37,148.8,150.94,2077333,-17.75,18.04,9.62,-0.01,134.23,239.0,High,2025-12-15 11:24:10,MRPL,MRPL.NS
AMBER.NS,Amber Enterprises India Limited,Consumer Durables,235898880000,Small Cap,6707.0,-0.241,37.15,35.49,6711.5,6820.0,6685.0,6707.0,346505,-9.89,-19.17,2.72,16.9,216.86,0.0,Medium,2025-12-15 11:24:11,AMBER,AMBER.NS
JINDALSAW.NS,Jindal Saw Limited,Metals,104055504896,Small Cap,163.31,0.21,25.67,27.22,161.45,164.34,160.8,163.31,550181,-3.33,-22.25,-29.89,-49.36,38.27,124.0,Medium,2025-12-15 11:24:12,JINDALSAW,JINDALSAW.NS
AADHARHFC.NS,,Financial Services,214442672128,Small Cap,494.35,1.0,11.88,18.98,489.8,496.0,486.3,494.35,86051,-0.5,-8.08,10.92,13.46,12.66,0.0,Low,2025-12-15 11:24:13,AADHARHFC,AADHARHFC.NS
AFFLE.NS,Affle 3i Limited,Others,239282176000,Small Cap,1702.8,0.483,24.59,26.19,1687.4,1710.1,1669.0,1702.8,46916,-1.49,-17.65,-12.29,-5.58,77.53,0.0,Medium,2025-12-15 11:24:14,AFFLE,AFFLE.NS
FIVESTAR.NS,Five-Star Business Finance Limited,Others,168679358464,Small Cap,572.7,0.483,32.43,35.6,566.8,578.0,564.2,572.7,471314,-9.34,5.19,-23.86,-11.63,5.45,35.0,Medium,2025-12-15 11:24:14,FIVESTAR,FIVESTAR.NS
GODIGIT.NS,,IT,319755419648,Mid Cap,346.3,1.0,15.78,20.2,347.25,353.2,339.6,346.3,182210,-2.27,-2.57,0.98,-0.23,0.62,0.0,Medium,2025-12-15 11:24:15,GODIGIT,GODIGIT.NS
PGEL.NS,PG Electroplast Limited,Others,162501427200,Small Cap,570.9,-0.4,44.74,58.48,566.0,577.0,561.3,570.9,1181997,-1.63,0.22,-25.36,-33.31,246.94,4.0,High,2025-12-15 11:24:16,PGEL,PGEL.NS
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,Others,276371931136,Mid Cap,469.85,0.102,21.59,23.84,465.95,476.7,463.1,470.0,284443,-9.66,6.19,4.4,2.54,-13.67,0.0,Medium,2025-12-15 11:24:17,STARHEALTH,STARHEALTH.NS
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Chemicals,175365505024,Small Cap,437.7,0.411,19.74,22.81,434.5,442.9,433.65,437.7,371465,-6.73,-18.89,-19.59,-15.73,66.43,231.0,Medium,2025-12-15 11:24:18,CHAMBLFERT,CHAMBLFERT.NS
NH.NS,Narayana Hrudayalaya Limited,Others,383046287360,Mid Cap,1886.0,0.115,49.03,33.96,1863.0,1888.8,1845.4,1886.0,113575,-6.09,5.63,-0.67,46.01,112.79,24.0,Medium,2025-12-15 11:24:19,NH,NH.NS
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Chemicals,157539106816,Small Cap,1247.0,-0.348,31.32,30.04,1231.2,1249.8,1225.9,1247.0,46843,-13.61,-12.51,-19.57,-5.48,141.21,81.0,Medium,2025-12-15 11:24:20,DEEPAKFERT,DEEPAKFERT.NS
NATCOPHARM.NS,NATCO Pharma Limited,Pharma,163186999296,Small Cap,911.1,0.177,50.25,35.44,905.65,918.2,895.25,911.1,443667,11.19,7.11,4.81,-37.68,50.18,72.0,Medium,2025-12-15 11:24:21,NATCOPHARM,NATCOPHARM.NS
ANANDRATHI.NS,Anand Rathi Wealth Limited,Others,245962014720,Small Cap,2960.7,0.45,17.36,26.38,2942.1,2997.8,2924.9,2960.7,113308,-2.44,-3.18,42.15,37.29,597.15,44.0,Low,2025-12-15 11:24:23,ANANDRATHI,ANANDRATHI.NS
NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,316965224448,Mid Cap,6186.0,0.155,23.55,34.89,6115.0,6205.0,6050.0,6186.0,44315,3.05,27.29,31.85,73.51,33.88,21.0,Medium,2025-12-15 11:24:25,NAVINFLUOR,NAVINFLUOR.NS
SAGILITY.NS,Sagility Limited,IT,235283562496,Small Cap,50.26,1.0,34.06,34.33,49.71,50.59,49.36,50.26,16758677,-1.22,12.48,22.41,2.82,2.82,20.0,Medium,2025-12-15 11:24:26,SAGILITY,SAGILITY.NS
GESHIP.NS,The Great Eastern Shipping Company Limited,Defence,159428083712,Small Cap,1116.7,0.671,26.6,26.48,1110.5,1122.0,1102.2,1116.7,61275,-1.47,6.19,15.76,5.91,76.7,260.0,Medium,2025-12-15 11:24:27,GESHIP,GESHIP.NS
RPOWER.NS,Reliance Power Limited,Energy,142509424640,Small Cap,34.45,1.045,45.09,47.49,34.31,35.07,34.03,34.45,19250258,-15.69,-28.12,-45.86,-25.5,166.02,0.0,High,2025-12-15 11:24:28,RPOWER,RPOWER.NS
JWL.NS,Jupiter Wagons Limited,Others,111218491392,Small Cap,262.0,0.41,26.17,26.6,260.8,262.85,257.5,262.0,276674,-15.09,-23.4,-31.78,-53.19,100.99,77.0,Medium,2025-12-15 11:24:29,JWL,JWL.NS
JBMA.NS,JBM Auto Limited,Others,135732150272,Small Cap,573.25,0.01,19.63,34.12,570.25,575.45,563.8,573.25,56730,-10.76,-20.15,-18.34,-32.75,42.35,15.0,Medium,2025-12-15 11:24:30,JBMA,JBMA.NS
BANDHANBNK.NS,Bandhan Bank Limited,Banking,242331975680,Small Cap,150.25,0.24,28.1,30.67,149.1,150.4,148.01,150.25,3050356,-2.93,-7.64,-13.36,-11.08,-42.61,100.0,Medium,2025-12-15 11:24:32,BANDHANBNK,BANDHANBNK.NS
INOXWIND.NS,Inox Wind Limited,Energy,216288968704,Small Cap,125.15,-0.066,25.51,26.57,125.0,125.97,123.25,125.15,2552916,-14.35,-17.28,-26.02,-38.08,257.57,0.0,High,2025-12-15 11:24:33,INOXWIND,INOXWIND.NS
SHYAMMETL.NS,Shyam Metalics and Energy Limited,Metals,223598280704,Small Cap,803.65,0.277,25.73,24.73,800.0,812.45,796.6,803.65,74376,-6.12,-12.92,-3.79,-5.34,173.15,56.0,Medium,2025-12-15 11:24:34,SHYAMMETL,SHYAMMETL.NS
RAMCOCEM.NS,The Ramco Cements Limited,Cement,250517176320,Mid Cap,1060.2,-0.185,20.31,21.77,1062.0,1067.8,1055.5,1060.2,76634,6.57,1.36,-0.82,4.07,16.15,19.0,Low,2025-12-15 11:24:35,RAMCOCEM,RAMCOCEM.NS
KPIL.NS,Kalpataru Projects International Limited,Others,200691892224,Small Cap,1175.2,0.163,22.17,24.77,1172.6,1180.2,1162.0,1175.2,21961,-6.1,-9.68,0.75,-9.71,84.31,77.0,Medium,2025-12-15 11:24:36,KPIL,KPIL.NS
REDINGTON.NS,Redington Limited,Others,219874050048,Small Cap,281.25,0.808,51.97,55.17,280.7,287.95,279.75,281.25,1298920,-5.11,-2.78,-2.67,37.11,76.43,242.0,Medium,2025-12-15 11:24:37,REDINGTON,REDINGTON.NS
IKS.NS,,Others,276749877248,Mid Cap,1653.7,1.0,32.58,28.86,1645.0,1656.8,1624.0,1653.7,31373,2.07,5.14,-4.41,-7.09,-7.09,0.0,Medium,2025-12-15 11:24:38,IKS,IKS.NS
KAYNES.NS,Kaynes Technology India Limited,Others,286548590592,Mid Cap,4271.0,-0.192,80.62,54.84,4305.0,4389.5,4244.0,4271.0,2827213,-31.52,-40.54,-24.33,-35.26,198.53,0.0,High,2025-12-15 11:24:39,KAYNES,KAYNES.NS
IEX.NS,Indian Energy Exchange Limited,Others,127836913664,Small Cap,143.75,0.315,25.5,23.44,143.15,144.15,142.29,143.75,1492335,4.51,-2.46,-23.03,-22.54,-2.09,209.0,Medium,2025-12-15 11:24:40,IEX,IEX.NS
WOCKPHARMA.NS,Wockhardt Limited,Pharma,218080739328,Small Cap,1342.1,0.849,66.11,58.24,1341.2,1353.8,1341.0,1342.1,97862,-1.91,-13.36,-22.31,-3.32,696.03,0.0,High,2025-12-15 11:24:44,WOCKPHARMA,WOCKPHARMA.NS
FSL.NS,Firstsource Solutions Limited,Others,235992186880,Small Cap,341.6,0.359,28.46,32.64,343.25,343.25,339.25,341.6,88084,-5.99,-6.42,-11.43,-9.98,161.16,117.0,Medium,2025-12-15 11:24:46,FSL,FSL.NS
MCX.NS,Multi Commodity Exchange of India Limited,Others,518190661632,Mid Cap,10180.0,0.512,28.55,32.16,10162.0,10219.0,10085.0,10180.0,122619,4.97,33.15,28.94,53.11,610.78,30.0,Low,2025-12-15 11:24:49,MCX,MCX.NS
CESC.NS,CESC Limited,Energy,225963622400,Small Cap,170.36,0.258,24.24,27.27,169.0,171.0,168.64,170.36,303698,-3.04,4.74,8.03,-4.91,170.42,353.0,Low,2025-12-15 11:24:51,CESC,CESC.NS
NCC.NS,NCC Limited,Infrastructure,100989124608,Small Cap,160.85,0.623,23.35,23.97,160.66,161.65,159.44,160.85,1057560,-12.69,-25.58,-28.04,-46.14,39.15,137.0,Medium,2025-12-15 11:24:52,NCC,NCC.NS
HSCL.NS,Himadri Speciality Chemical Limited,Others,235711250432,Small Cap,467.2,0.091,30.59,27.36,466.85,469.4,463.0,467.2,321232,2.4,0.74,2.03,-17.28,267.13,13.0,Medium,2025-12-15 11:24:53,HSCL,HSCL.NS
TATACHEM.NS,Tata Chemicals Limited,Chemicals,193754873856,Small Cap,760.55,0.325,15.85,17.52,760.05,764.3,757.0,760.55,97997,-8.86,-22.59,-18.68,-30.08,-18.22,145.0,Medium,2025-12-15 11:24:54,TATACHEM,TATACHEM.NS
KFINTECH.NS,KFin Technologies Limited,Financial Services,181607219200,Small Cap,1053.4,-0.434,29.96,30.95,1056.0,1056.9,1039.2,1053.4,237307,-3.23,-4.26,-12.32,-15.0,217.36,71.0,Medium,2025-12-15 11:24:55,KFINTECH,KFINTECH.NS
DATAPATTNS.NS,Data Patterns (India) Limited,Defence,145278402560,Small Cap,2595.0,0.307,42.37,39.13,2590.0,2618.6,2575.0,2595.0,74251,-15.91,-6.05,-13.22,0.06,54.75,30.0,Medium,2025-12-15 11:24:58,DATAPATTNS,DATAPATTNS.NS
NEWGEN.NS,Newgen Software Technologies Limited,Others,120576565248,Small Cap,857.05,0.768,25.02,33.4,855.0,861.55,846.35,857.05,59477,-7.2,-3.18,-29.57,-38.68,173.21,58.0,Medium,2025-12-15 11:24:59,NEWGEN,NEWGEN.NS
AEGISLOG.NS,,Logistics,263421886464,Mid Cap,750.0,0.622,21.86,38.47,746.2,752.7,743.15,750.0,47944,-5.89,-1.17,-2.23,-2.17,-15.25,107.0,Medium,2025-12-15 11:25:00,AEGISLOG,AEGISLOG.NS
KARURVYSYA.NS,The Karur Vysya Bank Limited,Banking,236492996608,Small Cap,244.66,-0.193,19.21,25.14,245.36,246.9,243.51,244.66,337613,-3.21,15.63,20.16,24.56,187.03,88.0,Low,2025-12-15 11:25:01,KARURVYSYA,KARURVYSYA.NS
MGL.NS,Mahanagar Gas Limited,Energy,110591598592,Small Cap,1119.6,0.512,20.06,21.81,1123.2,1125.0,1115.0,1119.6,35954,-9.21,-17.87,-20.84,-10.48,11.99,267.0,Medium,2025-12-15 11:25:02,MGL,MGL.NS
PCBL.NS,PCBL Chemical Limited,Others,123269390336,Small Cap,313.25,0.347,17.8,26.43,313.4,313.85,309.75,313.25,112452,-10.05,-18.46,-18.77,-31.15,141.02,191.0,Medium,2025-12-15 11:25:03,PCBL,PCBL.NS
ANANTRAJ.NS,Anant Raj Limited,Infrastructure,197122588672,Small Cap,547.75,0.215,44.08,43.69,546.0,553.8,540.0,547.75,2039054,-13.52,-7.96,2.66,-27.15,262.29,13.0,Medium,2025-12-15 11:25:04,ANANTRAJ,ANANTRAJ.NS
SIGNATURE.NS,Signatureglobal (India) Limited,Others,156943007744,Small Cap,1116.1,0.538,22.42,23.82,1120.0,1124.2,1115.2,1116.1,106810,0.5,-1.49,-13.33,-8.67,37.14,0.0,Medium,2025-12-15 11:25:05,SIGNATURE,SIGNATURE.NS
HBLENGINE.NS,,Others,223987367936,Small Cap,808.05,0.288,61.9,52.92,810.5,814.0,803.3,808.05,270087,-22.18,-11.15,33.59,43.1,43.1,12.0,High,2025-12-15 11:25:06,HBLENGINE,HBLENGINE.NS
RADICO.NS,Radico Khaitan Limited,FMCG,430475739136,Mid Cap,3214.4,0.424,29.49,26.13,3218.5,3228.0,3180.0,3214.4,27922,-2.16,7.35,23.62,32.32,176.63,12.0,Low,2025-12-15 11:25:08,RADICO,RADICO.NS
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,Pharma,280405213184,Mid Cap,1790.0,-0.081,24.77,18.33,1798.0,1799.9,1780.5,1790.0,38429,-1.73,6.31,4.03,-1.89,73.4,86.0,Low,2025-12-15 11:25:09,JBCHEPHARM,JBCHEPHARM.NS
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Defence,268708577280,Mid Cap,2344.9,0.287,40.75,41.86,2350.0,2389.6,2330.5,2344.9,576152,-18.81,-3.7,-25.8,33.82,426.84,45.0,High,2025-12-15 11:25:10,GRSE,GRSE.NS
LAURUSLABS.NS,Laurus Labs Limited,Pharma,543689539584,Mid Cap,1007.1,0.389,19.05,24.45,1006.9,1011.7,994.2,1007.1,466861,-1.44,12.64,52.59,79.02,206.08,16.0,Medium,2025-12-15 11:25:11,LAURUSLABS,LAURUSLABS.NS
CAMS.NS,Computer Age Management Services Limited,Financial Services,186257276928,Small Cap,752.0,0.099,24.18,23.09,755.2,756.0,747.3,752.0,189411,-5.15,-2.99,-9.06,-27.58,77.28,148.0,Medium,2025-12-15 11:25:12,CAMS,CAMS.NS
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,242376589312,Small Cap,286.35,0.625,23.93,24.6,287.55,290.25,285.1,286.35,599593,1.31,-3.12,6.49,61.94,171.44,70.0,Medium,2025-12-15 11:25:13,MANAPPURAM,MANAPPURAM.NS
AFCONS.NS,,Infrastructure,146231181312,Small Cap,397.6,1.0,28.24,23.87,400.0,401.6,397.15,397.6,67384,-1.29,-12.62,-10.12,-25.92,-25.92,63.0,Medium,2025-12-15 11:25:14,AFCONS,AFCONS.NS
TRITURBINE.NS,Triveni Turbine Limited,IT,168540602368,Small Cap,529.6,0.174,24.86,20.65,528.0,534.8,527.1,529.6,271101,-1.41,-1.9,-12.15,-34.35,34.44,75.0,Medium,2025-12-15 11:25:15,TRITURBINE,TRITURBINE.NS
DEVYANI.NS,Devyani International Limited,FMCG,164748738560,Small Cap,133.63,-0.079,31.62,30.43,133.95,134.73,132.9,133.63,223984,-6.27,-26.63,-21.46,-21.21,-27.57,0.0,Medium,2025-12-15 11:25:16,DEVYANI,DEVYANI.NS
ARE&M.NS,Amara Raja Energy & Mobility Limited,Others,169463185408,Small Cap,925.9,0.615,13.68,16.76,930.55,930.55,922.0,925.9,61204,-4.06,-10.0,-6.72,-28.86,12.97,116.0,Medium,2025-12-15 11:25:17,ARE&M,ARE&M.NS
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Durables,162620702720,Small Cap,252.55,0.13,15.58,16.75,254.0,254.0,251.2,252.55,372369,-7.95,-19.56,-27.11,-37.26,-5.65,118.0,Low,2025-12-15 11:25:18,CROMPTON,CROMPTON.NS
CASTROLIND.NS,Castrol India Limited,Others,180890697728,Small Cap,182.88,0.34,13.78,16.57,183.3,183.8,182.06,182.88,362479,-5.47,-9.87,-11.79,-7.58,82.77,462.0,Medium,2025-12-15 11:25:18,CASTROLIND,CASTROLIND.NS
SWANCORP.NS,Swan Corp Limited,Others,142136983552,Small Cap,453.4,-0.475,34.85,34.9,454.15,458.6,451.55,453.4,175958,-1.4,-1.07,7.17,-40.65,89.72,2.0,High,2025-12-15 11:25:20,SWANCORP,SWANCORP.NS
GLAND.NS,Gland Pharma Limited,Pharma,274747801600,Mid Cap,1667.6,0.412,20.6,19.25,1678.9,1678.9,1656.9,1667.6,9412,-8.14,-17.52,-3.85,-5.58,84.03,107.0,Medium,2025-12-15 11:25:21,GLAND,GLAND.NS
LALPATHLAB.NS,Dr. Lal PathLabs Limited,Pharma,238331953152,Small Cap,2855.4,0.055,19.55,25.74,2898.0,2915.0,2855.1,2855.4,47901,-9.59,-12.49,-2.08,-5.27,43.91,97.0,Medium,2025-12-15 11:25:23,LALPATHLAB,LALPATHLAB.NS
CGCL.NS,Capri Global Capital Limited,Others,175833645056,Small Cap,182.75,0.01,17.96,21.71,183.0,184.13,181.76,182.75,198512,-7.02,-3.03,5.64,-9.71,-73.91,11.0,High,2025-12-15 11:25:24,CGCL,CGCL.NS
IFCI.NS,IFCI Limited,Others,130375049216,Small Cap,48.38,0.319,26.23,30.15,48.4,48.57,47.94,48.38,951267,-12.26,-13.73,-20.23,-23.12,337.83,0.0,High,2025-12-15 11:25:26,IFCI,IFCI.NS
WELCORP.NS,Welspun Corp Limited,Metals,208026206208,Small Cap,788.1,0.103,21.99,26.76,795.35,803.0,783.65,788.1,236466,-13.09,-12.95,-13.27,-0.63,222.53,63.0,Medium,2025-12-15 11:25:27,WELCORP,WELCORP.NS
ANGELONE.NS,Angel One Limited,Others,233357164544,Small Cap,2568.9,-0.162,36.53,33.69,2580.0,2608.0,2561.0,2568.9,150290,-9.78,15.18,-10.6,-23.81,97.93,401.0,High,2025-12-15 11:25:29,ANGELONE,ANGELONE.NS
CYIENT.NS,Cyient Limited,IT,127433220096,Small Cap,1154.5,0.497,23.8,25.38,1157.8,1164.9,1152.6,1154.5,53520,1.79,-8.04,-11.18,-43.4,-5.6,274.0,Medium,2025-12-15 11:25:31,CYIENT,CYIENT.NS
AEGISVOPAK.NS,,Others,274227904512,Mid Cap,247.5,1.0,36.05,35.4,247.05,249.0,244.45,247.5,123388,-7.22,-0.59,0.97,0.97,0.97,0.0,Medium,2025-12-15 11:25:32,AEGISVOPAK,AEGISVOPAK.NS
ASTERDM.NS,Aster DM Healthcare Limited,Pharma,318215290880,Mid Cap,615.6,-0.057,21.28,27.54,618.1,622.15,609.2,615.6,238335,-9.35,-0.69,8.59,28.54,201.3,81.0,Medium,2025-12-15 11:25:33,ASTERDM,ASTERDM.NS
APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,145086300160,Small Cap,289.65,0.439,25.23,27.45,292.55,293.0,289.4,289.65,207342,-1.16,-12.73,-8.29,-4.99,14.39,154.0,Medium,2025-12-15 11:25:34,APTUS,APTUS.NS
OLAELEC.NS,,Others,152689016832,Small Cap,36.39,1.0,38.55,64.66,36.46,36.88,36.1,36.39,8877027,-13.93,-38.67,-21.76,-61.28,-64.39,0.0,High,2025-12-15 11:25:35,OLAELEC,OLAELEC.NS
TRIDENT.NS,Trident Limited,Textiles,139511513088,Small Cap,27.38,-0.094,18.39,18.11,27.5,27.7,27.36,27.38,863312,-3.76,-7.9,-10.41,-22.95,-13.08,181.0,Medium,2025-12-15 11:25:36,TRIDENT,TRIDENT.NS
DELHIVERY.NS,Delhivery Limited,Retail,306307825664,Mid Cap,409.45,0.064,36.91,30.17,414.95,415.4,407.95,409.45,642148,-6.96,-13.91,14.13,7.09,17.25,0.0,Medium,2025-12-15 11:25:37,DELHIVERY,DELHIVERY.NS
FIRSTCRY.NS,,Retail,139243175936,Small Cap,287.75,1.0,25.89,35.66,291.7,291.7,287.55,287.75,64797,-13.64,-27.64,-23.89,-52.0,-55.47,0.0,High,2025-12-15 11:25:38,FIRSTCRY,FIRSTCRY.NS
CDSL.NS,Central Depository Services (India) Limited,Financial Services,315715387392,Mid Cap,1510.6,0.257,27.12,24.37,1518.9,1522.6,1506.0,1510.6,387078,-7.41,-2.5,-9.72,-21.82,200.16,82.0,Medium,2025-12-15 11:25:39,CDSL,CDSL.NS
IRCON.NS,Ircon International Limited,Infrastructure,146306629632,Small Cap,155.56,0.551,29.33,30.87,156.2,156.38,154.5,155.56,536797,-7.67,-16.01,-21.62,-32.03,99.24,169.0,Medium,2025-12-15 11:25:40,IRCON,IRCON.NS
ZENSARTECH.NS,Zensar Technologies Limited,IT,165674893312,Small Cap,728.6,0.258,27.49,29.67,735.0,736.2,726.55,728.6,70917,0.6,-11.12,-15.69,-6.78,104.24,177.0,Medium,2025-12-15 11:25:42,ZENSARTECH,ZENSARTECH.NS
IGIL.NS,International Gemmological Institute (India) Limited,Others,136994627584,Small Cap,317.0,1.0,41.64,36.19,320.5,321.0,316.75,317.0,128039,-6.12,-14.3,-17.42,-33.74,-33.74,156.0,Medium,2025-12-15 11:25:43,IGIL,IGIL.NS
GILLETTE.NS,Gillette India Limited,FMCG,262278397952,Mid Cap,8049.0,0.041,27.31,23.73,8110.0,8110.0,8035.0,8049.0,7915,-6.26,-18.77,-22.48,-16.79,90.72,138.0,Medium,2025-12-15 11:25:44,GILLETTE,GILLETTE.NS
BLS.NS,BLS International Services Limited,Others,130588409856,Small Cap,317.2,-0.419,39.42,45.38,320.65,321.75,316.35,317.2,269011,-2.37,-13.33,-12.56,-33.4,74.4,31.0,High,2025-12-15 11:25:45,BLS,BLS.NS
ZENTEC.NS,Zen Technologies Limited,Others,123569340416,Small Cap,1373.9,-0.225,26.95,32.93,1382.2,1383.6,1367.0,1373.9,60559,-5.21,-6.58,-29.42,-34.99,269.76,14.0,High,2025-12-15 11:25:46,ZENTEC,ZENTEC.NS
NUVAMA.NS,Nuvama Wealth Management Limited,Others,264237072384,Mid Cap,7267.0,0.354,26.02,26.83,7349.0,7349.0,7242.5,7267.0,15298,-1.34,14.45,3.88,1.48,109.56,189.0,Medium,2025-12-15 11:25:48,NUVAMA,NUVAMA.NS
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,Others,360661057536,Mid Cap,1910.8,0.287,31.24,33.23,1949.5,1949.5,1887.7,1910.8,60809,-3.15,1.03,-4.2,25.25,132.17,7.0,Low,2025-12-15 11:25:49,CHOLAHLDNG,CHOLAHLDNG.NS
PPLPHARMA.NS,Piramal Pharma Limited,Pharma,228076978176,Small Cap,172.08,0.129,16.02,26.42,174.45,174.5,171.82,172.08,928679,-11.97,-16.32,-11.81,-31.62,116.91,8.0,Medium,2025-12-15 11:25:50,PPLPHARMA,PPLPHARMA.NS
IIFL.NS,IIFL Finance Limited,Financial Services,243392217088,Small Cap,572.55,0.396,28.02,30.07,581.0,581.0,570.65,572.55,276276,1.95,28.17,17.41,32.06,29.25,0.0,Medium,2025-12-15 11:25:51,IIFL,IIFL.NS
BRIGADE.NS,Brigade Enterprises Limited,Infrastructure,214101295104,Small Cap,875.2,0.236,23.41,26.09,886.05,886.05,866.65,875.2,61409,-7.43,-8.13,-25.48,-29.82,56.75,28.0,Medium,2025-12-15 11:25:52,BRIGADE,BRIGADE.NS
POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,359373897728,Mid Cap,445.0,0.198,31.03,38.44,446.05,450.55,444.25,445.0,292772,-5.12,0.71,5.73,24.21,29.96,0.0,Medium,2025-12-15 11:25:54,POONAWALLA,POONAWALLA.NS
JYOTICNC.NS,Jyoti CNC Automation Limited,Others,214778380288,Small Cap,944.4,1.0,43.72,36.51,953.0,959.0,941.9,944.4,88606,-2.88,1.29,-15.52,-25.3,14.97,0.0,Medium,2025-12-15 11:25:55,JYOTICNC,JYOTICNC.NS
ATUL.NS,Atul Ltd,Chemicals,172101779456,Small Cap,5845.5,0.123,20.03,20.15,5924.5,5930.5,5837.0,5845.5,3640,-2.84,-9.61,-18.37,-19.23,-12.31,42.0,Low,2025-12-15 11:25:58,ATUL,ATUL.NS
HINDCOPPER.NS,Hindustan Copper Limited,Metals,363939495936,Mid Cap,376.35,1.754,48.7,46.18,382.0,389.7,375.15,376.35,9497631,11.17,30.69,49.69,29.93,237.0,38.0,Medium,2025-12-15 11:25:59,HINDCOPPER,HINDCOPPER.NS
TEJASNET.NS,Tejas Networks Limited,Others,82825641984,Small Cap,468.55,-0.391,43.26,35.83,479.35,479.6,466.65,468.55,540694,-10.07,-23.86,-32.6,-63.98,-32.53,52.0,High,2025-12-15 11:26:00,TEJASNET,TEJASNET.NS
CREDITACC.NS,CreditAccess Grameen Limited,IT,200934113280,Small Cap,1257.5,0.006,30.14,35.67,1276.8,1290.6,1256.0,1257.5,67913,-7.26,-4.99,9.41,40.69,2.7,76.0,Medium,2025-12-15 11:26:01,CREDITACC,CREDITACC.NS
PNBHOUSING.NS,PNB Housing Finance Limited,Others,235799330816,Small Cap,905.15,0.035,28.56,27.0,937.1,948.75,903.1,905.15,1067294,-1.36,8.93,-14.27,-1.96,80.06,53.0,Medium,2025-12-15 11:26:03,PNBHOUSING,PNBHOUSING.NS
TARIL.NS,,Others,92706217984,Small Cap,308.85,-0.388,105.83,65.97,276.95,311.85,271.4,308.85,29294634,-7.35,-38.82,-37.53,-43.16,643.63,7.0,High,2025-12-15 11:26:06,TARIL,TARIL.NS
PVRINOX.NS,PVR INOX Limited,Media,108856459264,Small Cap,1108.6,0.289,31.18,28.8,1075.0,1134.0,1072.9,1107.9,1518199,0.06,-0.51,14.51,-25.47,-25.38,0.0,Low,2025-12-15 11:26:07,PVRINOX,PVRINOX.NS
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Cement,129656692736,Small Cap,362.65,0.174,30.91,27.36,348.8,372.2,347.85,362.55,3154205,-1.29,-16.74,3.62,-2.08,7.14,0.0,Medium,2025-12-15 11:26:09,NUVOCO,NUVOCO.NS
