customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags,familysize,numchildren,numelders,numadults
4109,31.0,M,2,2693476.5230656834,Self-employed,688.4617453359243,43217.32166861697,0.5,408515.1898736909,MF,1.0,3,2.0,0.0,2.0
4110,35.0,M,2,2355500.3337122602,Self-employed,754.6824581436915,14825.974904497029,0.1349933213368105,355910.04030915233,MF,0.0,3,0.0,0.0,2.0
4111,34.0,M,3,885161.9500556666,Salaried,614.8284039683654,10000.0,0.1068492868477703,5117.330521120916,MF,0.0,3,1.0,0.0,2.0
4112,40.0,F,1,676297.689406267,Self-employed,786.3726564138443,23607.349003887422,0.20483004623356288,56651.138215883926,Insurance,4.0,2,0.0,0.0,6.0
4113,53.0,M,2,792370.60122743,Salaried,595.539505249889,10000.0,0.05,59835.15478042953,Insurance,3.0,1,1.0,0.0,1.0
4114,37.0,O,1,656085.9494692325,Self-employed,487.5446544631767,10000.0,0.22807574950225354,14447.815423377613,Stocks,3.0,2,0.0,0.0,1.0
4115,34.0,M,3,1943395.2395103558,Salaried,715.5202053657359,10000.0,0.09670718370695987,114349.46004840544,MF_Stocks,1.0,4,0.0,0.0,4.0
4116,41.0,M,3,1719188.5522570477,Salaried,770.0,10000.0,0.23780931436572775,25634.69078548473,Stocks,0.0,5,1.0,0.0,5.0
4117,35.0,M,2,1318736.9356718664,Salaried,652.0,12768.409759810887,0.39344398858230406,48509.48992672815,Stocks,1.0,2,0.0,0.0,2.0
4118,33.0,M,3,422122.09507802426,Salaried,685.0,10000.0,0.28211891800505295,206182.14027670084,Stocks,1.0,1,1.0,0.0,1.0
4119,45.0,F,1,1688555.0935495596,Salaried,560.1241908067442,15337.309163862095,0.1021299566204411,39809.50999104153,MF_Stocks,1.0,2,1.0,0.0,1.0
4120,41.0,F,3,2742646.53888261,Salaried,641.0,27857.487874557257,0.14621771886169443,805904.2472375978,None,1.0,1,0.0,0.0,1.0
4121,35.0,M,1,943507.5905180873,Self-employed,654.0,10000.0,0.5,38900.1751279691,None,1.0,2,1.0,0.0,2.0
4122,52.0,F,2,6000000.0,Business,678.0,10000.0,0.26820135337871986,79680.45103052692,MF_Stocks,1.0,2,0.0,2.0,2.0
4123,39.0,F,3,1906056.9974743007,Salaried,726.6541667597754,14828.112864072311,0.12764190964053715,330415.09897076426,None,2.0,1,2.0,0.0,1.0
4124,37.0,F,1,1540336.4759915855,Self-employed,695.4149681264173,10000.0,0.09096912669591134,53548.76360524578,MF,1.0,3,0.0,1.0,3.0
4125,30.0,M,3,1372267.8442852246,Salaried,786.1312851058896,70816.50317129749,0.15971970452657103,115516.13328909378,None,0.0,3,1.0,0.0,3.0
4126,36.0,F,1,3531203.7936229534,Salaried,749.5496723080852,10000.0,0.15404691354329358,122327.04633313078,None,4.0,1,0.0,0.0,1.0
4127,48.0,M,2,440670.9868724181,Self-employed,611.0,10000.0,0.22027522648786277,162794.21426977607,MF,1.0,2,0.0,0.0,2.0
4128,34.0,M,3,1622541.3357136096,Salaried,716.0,17172.41296907681,0.46042044918568426,1723381.5045416143,MF_Stocks,1.0,2,4.0,0.0,2.0
4129,45.0,F,3,1028504.5717845951,Salaried,609.1770382367691,10000.0,0.1847044471452308,717812.8486599458,None,2.0,4,1.0,0.0,3.0
4130,45.0,F,3,4345563.519546421,Salaried,794.0,23851.39631770742,0.2745477530945017,817554.4908086052,MF,3.0,1,0.0,0.0,1.0
4131,54.36590490641688,M,2,2748538.2823171183,Salaried,643.3486267540502,10000.0,0.5,1973643.2922010378,None,3.0,4,0.0,2.0,4.0
4132,36.0,F,3,598402.684409566,Salaried,546.1451482932272,10000.0,0.2981154789578545,249741.30562688466,MF_Stocks,1.0,2,0.0,0.0,2.0
4133,55.0,M,2,1281027.7655665192,Salaried,774.0,10000.0,0.10603303530094882,35121.56203546774,Insurance,0.0,5,0.0,0.0,5.0
4134,45.0,F,1,1530064.4341065774,Business,632.7946686394425,19663.581702859137,0.4258849267641144,447441.07180516893,MF,1.0,3,0.0,0.0,3.0
4135,53.0,F,1,1176133.7217470785,Business,708.0,10000.0,0.281330163305451,143922.89132746888,MF,1.0,6+,0.0,0.0,4.0
4136,37.0,M,3,1202598.8258366864,Salaried,679.0,10000.0,0.4793951434053496,11341.869447880461,Stocks,1.0,6+,1.0,0.0,6.0
4137,47.0,M,2,1850221.2789042431,Self-employed,765.0,10000.0,0.29339860906880133,200202.68122288486,Stocks,1.0,3,0.0,0.0,3.0
4138,32.0,O,3,1167758.3416304844,Salaried,634.0,10000.0,0.10336368504745809,75991.26349282215,Insurance,2.0,3,1.0,0.0,1.0
4139,31.0,M,2,503240.7875592076,Salaried,524.7103196744022,10000.0,0.16598647683616571,56214.24126229964,Insurance,3.0,1,2.0,0.0,1.0
4140,45.0,M,1,2637653.99702886,Business,681.8496203971293,10000.0,0.2512543508215957,257008.13652873537,Insurance,2.0,2,0.0,0.0,2.0
4141,36.0,M,2,1396211.3134544333,Business,819.9939345255935,15108.567669812717,0.17905370299708853,5659.688538988349,MF_Stocks,1.0,6+,0.0,0.0,6.0
4142,45.0,M,1,1492179.365972384,Salaried,591.83496857061,10000.0,0.1349536276976682,87084.01793086209,MF_Stocks,1.0,4,0.0,0.0,4.0
4143,52.0,F,1,1022808.6031109464,Self-employed,670.0,10000.0,0.05549507476748822,536078.6523688792,None,2.0,3,0.0,0.0,3.0
4144,28.0,M,2,1146789.6946735603,Salaried,724.0,63175.63144968058,0.5,34345.415709072535,MF,1.0,5,2.0,0.0,5.0
4145,41.0,M,1,3127424.174227183,Business,540.8264991814885,10000.0,0.2433795862843101,326657.4524057781,Stocks,3.0,2,0.0,0.0,2.0
4146,45.0,F,1,3191734.663484393,Self-employed,724.0,10000.0,0.4186008893702422,59255.447205259545,None,0.0,1,0.0,0.0,1.0
4147,37.0,M,2,1551742.5113718268,Salaried,620.0,10000.0,0.21138034717266518,367106.1029145754,Insurance,1.0,3,0.0,0.0,3.0
4148,41.0,F,3,1527143.059617932,Salaried,557.7210447793009,25007.522004738035,0.21494486345272368,356642.44446226006,MF_Stocks,2.0,4,2.0,0.0,1.0
4149,45.0,F,3,1786552.127408535,Self-employed,632.0,10000.0,0.5,189176.12280071573,Insurance,2.0,6+,0.0,0.0,6.0
4150,34.0,F,1,4884823.829895387,Business,723.0,10000.0,0.27693140404653926,77738.34418572538,None,4.0,6+,0.0,0.0,6.0
4151,45.0,M,2,2981577.7091902415,Self-employed,435.327453141969,13264.203679323435,0.1225019909204242,1111725.3610724844,MF_Stocks,1.0,1,0.0,0.0,1.0
4152,36.0,F,3,1557585.931020454,Business,722.0,58729.17095255973,0.5,146202.62363502008,None,1.0,4,1.0,0.0,1.0
4153,46.0,F,1,1210398.3217868942,Business,704.0,10000.0,0.11103489572116286,413340.2081292374,None,0.0,4,0.0,0.0,4.0
4154,46.0,O,2,6000000.0,Salaried,744.0,10000.0,0.1919002470438063,1538069.179248929,MF_Stocks,1.0,1,1.0,0.0,1.0
4155,33.0,M,2,2517522.847479261,Business,435.19767863087566,14285.351174955389,0.06883351476457282,1179584.1197733455,Insurance,1.0,5,0.0,0.0,5.0
4156,35.0,F,2,3061065.4594965344,Salaried,711.0,49312.1577204232,0.5,784382.2847628155,MF,1.0,2,0.0,0.0,1.0
4157,32.0,F,1,1331469.3967947324,Business,560.0,10000.0,0.07108606987026504,109708.93466906017,MF,3.0,3,0.0,0.0,2.0
4158,59.0,F,2,1124158.7629326647,Salaried,763.4531074035318,16561.06804685427,0.44874288374623067,206768.68120485937,Insurance,2.0,1,0.0,0.0,2.0
4159,40.0,F,2,2748259.900102727,Business,631.0,10000.0,0.5,1189080.8549717648,Stocks,2.0,4,0.0,0.0,6.0
4160,43.0,M,1,3352752.5734371687,Salaried,806.0,10000.0,0.20715909702676574,285113.5131814218,Insurance,1.0,2,0.0,0.0,2.0
4161,34.0,M,2,1505953.9862750934,Salaried,723.0,10000.0,0.27255364587065084,534129.8946993807,Stocks,1.0,2,0.0,0.0,1.0
4162,48.0,M,2,2130001.0048660045,Business,590.175317620129,10000.0,0.2645830407582383,220542.3473364459,Insurance,5.0,5,1.0,0.0,5.0
4163,44.0,F,1,1367112.998428434,Business,633.9645645936016,22062.551962620055,0.3007953948293927,1812725.7578440115,None,1.0,2,0.0,1.0,2.0
4164,59.0,F,2,2163779.145625071,Self-employed,685.9979961708882,39639.06807834526,0.2109609379407568,595334.3860445437,Insurance,1.0,2,0.0,0.0,2.0
4165,55.0,F,1,1879932.788437951,Salaried,783.0,10000.0,0.20066842886279546,262393.4770555516,None,1.0,2,0.0,0.0,1.0
4166,45.0,F,2,1821216.9298684204,Business,627.0500632842292,30593.163375065,0.05,153236.65338039404,MF,1.0,2,0.0,0.0,1.0
4167,35.0,F,3,3755533.87723545,Self-employed,671.0,20888.609617446127,0.33354907380283905,202098.32689794205,Stocks,2.0,4,1.0,0.0,4.0
4168,31.0,O,1,1263007.0847239827,Salaried,678.0,10000.0,0.22468450622597758,1245759.2455632833,MF_Stocks,1.0,3,1.0,0.0,1.0
4169,52.0,F,3,3662632.3303636014,Salaried,663.0,10000.0,0.43552620013501003,2000000.0,None,1.0,3,0.0,1.0,3.0
4170,34.0,M,3,772708.6975433092,Self-employed,747.0,10000.0,0.13839859384704384,41302.85729796288,Insurance,0.0,5,0.0,0.0,3.0
4171,42.0,F,3,3657861.9336965857,Salaried,588.3197692921096,27183.571040947656,0.10877763028945124,1062457.0215537434,Insurance,1.0,1,0.0,0.0,1.0
4172,50.0,M,1,1329905.5415631186,Salaried,595.5976772867484,62349.262032715626,0.23036127728216174,538481.216158055,Stocks,1.0,2,0.0,0.0,2.0
4173,33.0,F,3,585020.3702960393,Business,735.0,23935.063306884367,0.30040204794283926,526038.2239513916,Insurance,3.0,3,2.0,0.0,2.0
4174,28.0,F,3,529467.1367035538,Salaried,637.0,10000.0,0.21036039335026416,305831.27052123274,Insurance,0.0,2,1.0,0.0,1.0
4175,39.0,M,3,2687686.69627135,Self-employed,747.0,10000.0,0.17925464280053494,25136.044881238988,MF,1.0,3,0.0,0.0,3.0
4176,29.0,M,3,1912454.1060623052,Salaried,570.0,26078.889856336675,0.3037088800857676,20522.348496432103,Insurance,1.0,5,1.0,0.0,5.0
4177,32.0,M,2,1299333.878253002,Business,633.4738407603038,10000.0,0.5,37216.735823542156,MF,1.0,3,0.0,0.0,3.0
4178,49.0,M,1,1178035.4031831315,Self-employed,680.0,10000.0,0.06721691760009546,285047.7538466161,MF_Stocks,4.0,3,0.0,0.0,3.0
4179,33.231089896630536,M,1,538909.607692216,Business,533.4052717986008,10000.0,0.20255244844073916,50470.802954122875,MF,1.0,2,0.0,0.0,2.0
4180,52.0,M,2,1946895.7712898809,Salaried,747.0,10000.0,0.13468768459822789,19474.451916612383,Stocks,2.0,5,0.0,0.0,5.0
4181,47.0,F,1,2464385.4234983223,Salaried,782.0,10000.0,0.0870801767143773,2000000.0,MF,3.0,5,0.0,0.0,5.0
4182,41.0,F,2,2252339.707247857,Salaried,677.0,19006.398295246538,0.2710261297843094,36992.94931570448,Stocks,1.0,5,1.0,0.0,3.0
4183,46.0,M,2,2357774.563575436,Salaried,670.0,10000.0,0.2114064327611406,2000000.0,MF_Stocks,2.0,1,1.0,0.0,2.0
4184,54.0,F,1,668216.9511691541,Self-employed,685.9676643595352,10000.0,0.19091269886946485,127671.97482998422,Insurance,2.0,2,0.0,1.0,2.0
4185,43.0,F,1,3403797.8526354544,Salaried,471.384535514114,18431.048652491525,0.11897419921563865,97079.80696392135,Insurance,2.0,2,0.0,0.0,1.0
4186,55.0,M,3,886000.6292716911,Salaried,529.4637072925483,10000.0,0.1858264848687355,91457.45597255182,Stocks,0.0,5,1.0,0.0,5.0
4187,46.0,M,2,3623762.888280754,Salaried,674.0,27481.14775305891,0.139146566167416,11538.59365659767,MF,1.0,2,0.0,0.0,2.0
4188,48.0,M,1,1547353.3485565218,Salaried,518.0591598103936,19442.851408529725,0.18577003559173405,1006298.5047137394,Insurance,2.0,1,1.0,0.0,1.0
4189,36.0,M,2,5227999.112828639,Salaried,668.0,10000.0,0.5,1179994.2839253899,MF_Stocks,3.0,6+,0.0,0.0,3.0
4190,34.0,F,3,3181606.4022378577,Business,601.0,50956.69649961778,0.13442296479775415,421273.49454338686,Insurance,1.0,3,0.0,0.0,3.0
4191,38.0,M,2,1066879.696737802,Salaried,676.0,48348.181601670185,0.07843354865842822,197121.8667350748,None,0.0,3,1.0,0.0,2.0
4192,31.0,M,3,1751148.231819787,Salaried,749.6773635160497,10000.0,0.4194502225326572,2000000.0,MF_Stocks,3.0,4,0.0,0.0,3.0
4193,46.0,M,1,1792288.674222414,Self-employed,440.0797464629428,17559.555473034776,0.14383574708910796,105696.9768336486,None,0.0,2,0.0,0.0,2.0
4194,34.0,M,2,1882037.3719233035,Salaried,752.8767007780091,15883.617709528777,0.2571318009785751,623381.1837082057,MF,1.0,5,0.0,0.0,1.0
4195,60.0,M,2,1957006.3779402196,Salaried,685.7428910751781,10000.0,0.4370058439435302,440934.48343399784,MF,0.0,1,0.0,0.0,1.0
4196,37.0,M,1,1638805.4728534257,Salaried,733.4390587874205,62121.022276528616,0.11488349879255386,336487.2034136281,MF_Stocks,2.0,4,1.0,0.0,1.0
4197,29.0,M,3,3311011.0929089133,Salaried,689.0,48610.718156255316,0.31200387426623216,881290.8758104313,MF_Stocks,0.0,5,1.0,0.0,5.0
4198,28.0,F,2,402846.94271896256,Self-employed,850.0,10000.0,0.12304988251175153,78438.64853460857,MF_Stocks,1.0,2,0.0,0.0,1.0
4199,34.0,M,3,587824.7498184973,Business,740.0,10000.0,0.1689927535441614,157756.63173040305,MF,0.0,3,2.0,0.0,2.0
4200,44.0,M,2,741403.8947355914,Salaried,682.0,10000.0,0.09479922086961648,6410.297727050466,Stocks,0.0,4,2.0,0.0,4.0
4201,32.0,M,3,4547536.223189207,Salaried,695.0,62537.18951585834,0.25294137183041393,2000000.0,Insurance,2.0,2,1.0,0.0,1.0
4202,47.0,F,2,845163.8279796191,Self-employed,439.63658432060083,10000.0,0.35624667754547884,84742.24169640633,Insurance,1.0,2,0.0,0.0,2.0
4203,54.0,M,2,771554.9801827635,Salaried,510.7106809983336,10000.0,0.379382241758358,135918.06830021122,MF,3.0,3,2.0,0.0,2.0
4204,40.0,F,2,597625.6352783345,Salaried,573.6687173183046,10000.0,0.38520627659045686,19483.09516091955,Insurance,0.0,6+,0.0,0.0,6.0
4205,35.0,M,3,1266626.3406735896,Salaried,501.7485859751575,10000.0,0.2193120845824245,58724.73111430028,None,2.0,1,1.0,0.0,1.0
4206,51.0,M,1,3359478.0163573846,Self-employed,586.0,29435.582158995414,0.27276808777600065,657280.6071764556,Stocks,1.0,5,1.0,0.0,5.0
4207,41.0,F,1,2063361.2240006065,Salaried,541.8519750038196,10000.0,0.1881179625200619,928952.7829864976,Insurance,1.0,5,0.0,0.0,5.0
4208,37.0,M,3,2890926.477815503,Salaried,581.0,42739.86341118659,0.25996660308504965,1047833.2550175532,Stocks,1.0,2,0.0,0.0,2.0
4209,28.0,M,1,1879073.9855310908,Salaried,609.0,10000.0,0.2249318150547484,1362184.9594703421,MF_Stocks,1.0,1,0.0,0.0,1.0
4210,28.0,F,2,1066275.250020062,Salaried,607.6982399231134,18685.76117957402,0.3806228134166279,100845.53188053175,None,2.0,2,1.0,0.0,2.0
4211,42.0,F,2,843539.000093102,Salaried,538.2592309885878,10000.0,0.4551427158004892,213268.56091311786,Insurance,2.0,3,0.0,0.0,2.0
4212,54.0,F,2,4550007.895061603,Salaried,850.0,27565.546102050328,0.11688583208396895,1145495.6249683818,MF,0.0,4,0.0,1.0,4.0
4213,28.0,F,1,1398502.6289899875,Self-employed,850.0,10000.0,0.18347614586572966,818911.9399841505,Insurance,5.0,2,0.0,0.0,2.0
4214,48.0,M,2,3354482.577116732,Salaried,768.1788549830441,10000.0,0.4167542705687538,1932712.8374021305,Stocks,1.0,4,0.0,0.0,4.0
4215,32.0,F,1,2862169.7552787447,Self-employed,723.0,18792.33117090218,0.29445335883185253,361715.67677681876,None,1.0,2,1.0,0.0,1.0
4216,46.0,M,2,961365.0777185125,Business,825.719345400394,10000.0,0.17956918129054122,22788.68428710102,Stocks,3.0,2,0.0,0.0,2.0
4217,53.0,M,2,4003799.988921259,Self-employed,850.0,69382.57393918479,0.5,1698435.1925278285,None,1.0,2,1.0,0.0,3.0
4218,32.0,F,2,765716.9689371912,Salaried,513.4992184795282,16365.743918316939,0.14589294213304607,959818.4711797157,MF_Stocks,3.0,2,0.0,0.0,2.0
4219,38.0,M,2,1554195.5442136999,Salaried,648.0,27040.572752496195,0.10568822404403734,399416.26788417454,Insurance,1.0,5,1.0,0.0,5.0
4220,40.0,M,3,743373.2668448363,Self-employed,553.2211319349757,10000.0,0.3646071788660005,161690.49062011496,Insurance,0.0,3,0.0,0.0,3.0
4221,32.0,M,3,844956.5732758843,Business,764.0,10000.0,0.17554568693505437,208769.07222959484,Stocks,3.0,2,0.0,0.0,2.0
4222,28.0,F,2,1526827.3734703464,Salaried,572.3877100347717,10000.0,0.280479192375313,359014.0213142488,MF_Stocks,3.0,4,0.0,0.0,4.0
4223,59.0,M,1,1728728.1816634932,Salaried,834.0,10000.0,0.5,338115.68998119637,Insurance,0.0,3,0.0,1.0,3.0
4224,36.0,M,3,990226.5462908562,Self-employed,538.8138200288831,22698.56027046558,0.2289281480789731,260826.45112037123,MF,0.0,5,0.0,0.0,3.0
4225,49.38665208771439,M,2,1325388.3829937011,Salaried,770.0,10000.0,0.43625094074694315,159195.14439437405,None,1.0,3,0.0,0.0,2.0
4226,35.0,F,2,500123.26715622656,Business,664.040180294086,35472.207982918764,0.25919435633474097,16770.330442930284,None,1.0,2,2.0,0.0,2.0
4227,29.0,M,1,1024481.8241498502,Salaried,590.3391836252711,22948.317924355884,0.5,384430.57586579357,MF_Stocks,2.0,1,2.0,0.0,1.0
4228,39.0,M,3,2286830.734127771,Salaried,528.0845480910833,27157.421852567455,0.4020165441344247,90288.31538368129,Insurance,1.0,6+,1.0,0.0,4.0
4229,42.0,O,3,3570545.319422681,Salaried,682.0,15797.29423976827,0.3929835653724334,764604.789007869,Stocks,0.0,3,0.0,0.0,1.0
4230,38.0,M,3,1764755.155191101,Salaried,756.3525174313343,10000.0,0.5,85595.24388517301,Stocks,1.0,5,1.0,0.0,5.0
4231,34.0,M,2,6000000.0,Salaried,522.604507691621,10000.0,0.3047876351603832,112777.72295042551,MF,3.0,1,2.0,0.0,1.0
4232,42.0,O,2,1855007.3928325456,Salaried,700.4989000004978,10000.0,0.14768496166947842,1287202.8435286805,MF_Stocks,1.0,3,1.0,0.0,3.0
4233,37.0,M,2,1520208.3223035359,Business,610.0,10000.0,0.2616665607842986,106199.82850292954,MF,1.0,1,1.0,0.0,1.0
4234,44.0,M,2,1304938.7739413758,Self-employed,695.0,10000.0,0.14170391323153247,58178.369349573215,Stocks,0.0,1,0.0,0.0,1.0
4235,38.0,F,2,2177458.996851868,Self-employed,665.0,48680.04264716225,0.2821932489986618,66904.57962709422,MF,0.0,1,0.0,2.0,1.0
4236,33.0,F,3,2667971.2901754812,Salaried,729.0,37703.99128198011,0.18593874575470667,331668.65931387374,Insurance,0.0,4,0.0,0.0,3.0
4237,33.0,M,2,946605.7146440188,Business,573.0,13680.629427311105,0.1886121592947376,44467.94328188178,MF_Stocks,2.0,4,0.0,0.0,2.0
4238,48.0,M,2,4265315.584129264,Salaried,790.32146860173,30533.235136557705,0.2372218488832491,1506915.9331107792,MF_Stocks,0.0,4,1.0,0.0,4.0
4239,40.0,M,2,2155158.969350003,Salaried,706.6141584566998,22102.235028823707,0.37015117856219026,44493.14305392604,None,2.0,6+,0.0,0.0,5.0
4240,38.0,F,2,3654357.1160138324,Salaried,545.1147247373665,20370.5494965812,0.2566342664608455,572136.1558579913,Insurance,0.0,1,0.0,0.0,1.0
4241,34.0,M,1,1126136.0818953544,Salaried,528.5546861382442,10000.0,0.25272294388752814,211937.93880924402,MF_Stocks,0.0,2,0.0,0.0,2.0
4242,28.0,F,3,843729.8064224542,Business,733.0840706068776,10000.0,0.15954722353876252,227351.48871838461,Insurance,1.0,3,0.0,0.0,3.0
4243,31.0,M,2,775518.9487774118,Salaried,846.0,16371.989578196804,0.2001449865843125,132718.23675296677,Stocks,1.0,3,0.0,0.0,3.0
4244,37.0,F,2,941533.3439797584,Self-employed,689.0,10000.0,0.5,7776.291043941566,Insurance,1.0,2,0.0,0.0,2.0
4245,37.0,M,3,1481482.8833307412,Salaried,596.0,10000.0,0.2754392166755533,133954.94973402863,MF,3.0,5,0.0,0.0,5.0
4246,31.0,M,2,684673.7189250642,Salaried,451.6062750131478,18006.877930333492,0.2743795218141846,450041.6125704527,MF_Stocks,3.0,2,0.0,0.0,1.0
4247,48.0,M,3,804214.4118553491,Business,661.4291749091897,10000.0,0.5,202304.37712414828,Insurance,3.0,2,0.0,0.0,2.0
4248,33.0,F,2,2931553.645785544,Salaried,644.0,10000.0,0.2818765114747085,237064.21619394698,MF,1.0,1,0.0,0.0,1.0
4249,33.0,F,2,2288998.7651602323,Salaried,743.0,10000.0,0.10431266330552821,1480049.4790513176,Insurance,3.0,5,0.0,0.0,5.0
4250,31.0,M,2,2777141.315120279,Salaried,576.6609332962454,55955.88441952306,0.5,1197748.0114936607,MF_Stocks,0.0,1,0.0,0.0,1.0
4251,43.0,M,1,1488885.1837044964,Salaried,742.2379861871239,19287.9299836632,0.07257844216180008,8767.495626076709,MF,1.0,5,1.0,0.0,5.0
4252,36.0,F,1,1451150.1306597372,Salaried,771.0,13381.602198372888,0.17370621827019544,311316.3282678552,MF,2.0,1,1.0,0.0,1.0
4253,39.0,M,1,1583629.591983306,Salaried,690.6438761048956,43214.835915860625,0.3957928043290203,909567.8227084833,MF_Stocks,0.0,5,2.0,0.0,3.0
4254,32.0,M,1,1173506.8764953248,Salaried,602.8583896964133,10000.0,0.14363817170778506,162921.98763871775,MF,1.0,4,0.0,0.0,4.0
4255,38.0,M,2,5964299.063105579,Salaried,668.0,62559.176778709865,0.2996963816431292,929670.2950319236,MF_Stocks,0.0,6+,2.0,0.0,6.0
4256,54.0,M,1,3968573.254001713,Salaried,782.0,10000.0,0.2750588683439363,862508.6402604982,Insurance,1.0,6+,0.0,0.0,6.0
4257,35.35966216918651,M,2,1986591.8494580097,Business,771.4177494010268,22045.094351469666,0.4515727793238986,1544268.1741920935,MF,0.0,1,0.0,0.0,1.0
4258,44.0,M,1,586697.143765851,Self-employed,642.0,10000.0,0.31540346070586534,1276945.4846471015,None,1.0,3,0.0,0.0,3.0
4259,39.0,M,2,502969.86578023544,Salaried,634.0,10000.0,0.20264412538003967,89322.43236806439,Insurance,2.0,6+,0.0,0.0,6.0
4260,63.0,F,3,2156565.494153569,Business,691.0,10000.0,0.20442467678279558,451139.05779397656,Insurance,5.0,5,1.0,0.0,2.0
4261,39.0,M,1,1854262.1546347395,Business,684.0,22530.326026830127,0.18474520053752058,438943.55473519006,MF_Stocks,1.0,1,0.0,0.0,1.0
4262,36.0,F,1,4629219.998190929,Business,712.0,10000.0,0.12253692155007065,721293.5129631701,None,1.0,3,1.0,0.0,3.0
4263,32.0,M,3,2053403.6297290626,Salaried,791.0,10000.0,0.12554874195857227,201633.01231331914,Stocks,0.0,5,0.0,0.0,5.0
4264,56.0,F,2,1931471.3939274605,Salaried,850.0,10000.0,0.3918334615886203,288523.19062321255,Insurance,0.0,3,0.0,1.0,3.0
4265,44.0,M,2,2269576.5996734453,Business,605.3354493749005,10000.0,0.5,428153.08191907196,MF_Stocks,2.0,4,0.0,0.0,4.0
4266,43.0,M,2,1677021.1075834895,Self-employed,433.3260975180965,10000.0,0.2843715670018991,295742.14531879924,Insurance,0.0,2,0.0,0.0,2.0
4267,40.0,M,1,1227782.9334060298,Salaried,538.5051489799529,10000.0,0.35321825040093563,53563.37066721706,Stocks,1.0,6+,0.0,0.0,5.0
4268,34.0,F,2,1232750.9217650355,Self-employed,779.7189928421974,46544.02021631774,0.4866113945240082,403167.51954484644,Insurance,5.0,5,1.0,0.0,5.0
4269,56.0,M,1,1601080.8762635007,Salaried,751.0,10000.0,0.3959575853611605,16142.029121740354,None,0.0,2,0.0,0.0,2.0
4270,51.0,M,2,561728.1033997867,Self-employed,660.0893137075718,15466.773965487708,0.4301865559673656,39463.916604032456,Stocks,3.0,2,0.0,0.0,1.0
4271,38.0,F,2,3128263.054558522,Salaried,683.0,23329.70894138334,0.31148370964117095,210246.6638079459,Insurance,2.0,4,2.0,0.0,4.0
4272,33.0,F,2,2172308.8277048683,Salaried,767.0,10000.0,0.5,246789.99534972414,MF_Stocks,3.0,4,1.0,0.0,2.0
4273,55.0,F,3,5178964.9557857,Salaried,673.0,48015.2043283134,0.14342192423483982,1511571.635439802,Stocks,2.0,2,0.0,0.0,2.0
4274,33.0,M,1,651189.2867897688,Business,682.0,10000.0,0.11906240723063215,35474.681488086404,None,1.0,3,1.0,0.0,3.0
4275,53.0,F,1,477047.0131862676,Self-employed,535.07186188902,21986.97053194771,0.3321350598031251,52048.61574579031,Insurance,0.0,4,0.0,0.0,4.0
4276,53.0,M,1,668405.4843432832,Self-employed,738.0,18567.64277564767,0.14350728693335946,158906.73640405454,None,1.0,2,0.0,0.0,1.0
4277,47.0,M,1,941669.9751312953,Salaried,532.8515280658645,10000.0,0.4367829561474881,109159.0582232011,MF,2.0,6+,1.0,0.0,6.0
4278,41.0,F,2,1434106.02886193,Business,578.0,10000.0,0.3201025171742078,47433.000971178124,Insurance,0.0,1,0.0,0.0,1.0
4279,29.0,M,1,998949.1099878667,Salaried,789.9177073239865,54009.814531559445,0.2913165838283102,104819.70004424916,MF_Stocks,3.0,6+,0.0,0.0,4.0
4280,47.0,O,1,2088211.3704704721,Salaried,686.0,21258.998414718622,0.07640771563838727,633770.1902396212,MF_Stocks,0.0,1,2.0,0.0,1.0
4281,38.0,M,3,1707064.4804451212,Self-employed,724.4926294145434,10000.0,0.26585055801536966,495899.1944038394,MF_Stocks,1.0,6+,2.0,0.0,5.0
4282,36.0,M,1,372064.0891027504,Salaried,599.6880464326738,10000.0,0.17936787368135138,50704.14609562866,MF,1.0,2,0.0,0.0,1.0
4283,31.0,F,2,1616781.247139915,Business,589.0539290810628,10000.0,0.14715510425199774,328220.48459558823,None,3.0,2,0.0,0.0,1.0
4284,43.846237957101245,F,3,3444697.231226401,Salaried,657.0,10000.0,0.33360493676332664,50769.31989582032,MF_Stocks,2.0,6+,2.0,0.0,6.0
4285,46.0,F,2,622771.2231923789,Self-employed,608.0,10000.0,0.38614891768338466,191649.78991822715,None,1.0,4,0.0,0.0,4.0
4286,50.0,F,2,1793999.6232880615,Salaried,674.8326494074211,10000.0,0.20136240497078828,358658.2988564471,Insurance,2.0,6+,1.0,0.0,5.0
4287,57.0,F,1,972397.0823835856,Salaried,644.0,10000.0,0.12786518029212138,512049.57207822835,Insurance,0.0,3,2.0,0.0,1.0
4288,63.0,M,2,1653548.653710904,Salaried,554.8333654392682,10000.0,0.14317620137276404,726582.4881741469,Insurance,3.0,5,1.0,0.0,3.0
4289,44.0,F,3,4480003.859304149,Salaried,685.0,75280.54861913629,0.3550495075433276,1946675.7851405398,Insurance,2.0,4,1.0,0.0,3.0
4290,40.0,M,3,1353896.2620495409,Salaried,718.0,10000.0,0.1464333757562746,215931.53033961967,MF_Stocks,0.0,4,0.0,0.0,4.0
4291,33.0,M,2,2615734.5195724433,Salaried,625.0,53685.457909548044,0.28517331514819777,976373.0363271971,MF_Stocks,0.0,1,1.0,0.0,1.0
